hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 600.00000, 8000.58, 118.491, 0, 0, 0.718266, 92.6296, 0.718266, -87.3704
0, 1200.00000, 7936.77, 118.219, 0, 0, 0.718764, 92.4921, 0.718763, -87.5079
0, 1800.00000, 7957.55, 118.308, 0, 0, 0.73118, 92.4902, 0.73118, -87.5098
0, 2400.00000, 7953.69, 118.291, 0, 0, 0.733558, 92.4727, 0.733558, -87.5273
0, 3000.00000, 7964.2, 118.336, 0, 0, 0.732471, 92.4995, 0.732471, -87.5005
1, 0.00000, 7950.03, 118.276, 0, 0, 0.723785, 92.5017, 0.723785, -87.4983
1, 600.00000, 7957.78, 118.309, 0, 0, 0.712911, 92.559, 0.712911, -87.4409
1, 1200.00000, 7961.73, 118.325, 0, 0, 0.70444, 92.5995, 0.70444, -87.4005
1, 1800.00000, 7973.37, 118.375, 0, 0, 0.691152, 92.6735, 0.691152, -87.3264
1, 2400.00000, 7956.42, 118.302, 0, 0, 0.677563, 92.6886, 0.677563, -87.3113
1, 3000.00000, 7973.73, 118.376, 0, 0, 0.665562, 92.77, 0.665562, -87.23
2, 0.00000, 7951.83, 118.283, 0, 0, 0.665329, 92.7249, 0.665329, -87.275
2, 600.00000, 7981.35, 118.409, 0, 0, 0.668082, 92.7766, 0.668082, -87.2234
2, 1200.00000, 7964.24, 118.336, 0, 0, 0.665459, 92.7505, 0.665459, -87.2495
2, 1800.00000, 7982.34, 118.413, 0, 0, 0.665654, 92.7877, 0.665653, -87.2123
2, 2400.00000, 7956.56, 118.303, 0, 0, 0.670253, 92.7164, 0.670252, -87.2835
2, 3000.00000, 7970.82, 118.364, 0, 0, 0.671625, 92.7413, 0.671625, -87.2587
3, 0.00000, 7967.02, 118.348, 0, 0, 0.671573, 92.733, 0.671573, -87.2669
3, 600.00000, 7977.48, 118.392, 0, 0, 0.671725, 92.756, 0.671725, -87.244
3, 1200.00000, 7960.12, 118.318, 0, 0, 0.689787, 92.6507, 0.689787, -87.3492
3, 1800.00000, 7972.3, 118.371, 0, 0, 0.708199, 92.6077, 0.708199, -87.3923
3, 2400.00000, 7963.58, 118.334, 0, 0, 0.7215, 92.5395, 0.7215, -87.4605
3, 3000.00000, 7973.73, 118.378, 0, 0, 0.744759, 92.4742, 0.744759, -87.5257
4, 0.00000, 7952.42, 118.287, 0, 0, 0.772513, 92.3245, 0.772512, -87.6754
