hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 600.00000, 123.547, -32.4117, 124.665, -152.944, 123.265, 86.8133, 11.3532, 117.239, 8.35908E-013, 144.689, 11.3532, -62.7608
0, 1200.00000, 122.385, -32.6972, 123.516, -153.232, 122.11, 86.5171, 11.3594, 116.948, 5.85929E-013, 112.834, 11.3594, -63.0522
0, 1800.00000, 122.779, -32.6001, 123.887, -153.141, 122.478, 86.6213, 11.27, 117.052, 1.04814E-012, 77.4712, 11.27, -62.9481
0, 2400.00000, 122.673, -32.6267, 123.8, -153.17, 122.379, 86.5849, 11.4106, 117.02, 3.86577E-013, 126.027, 11.4106, -62.9804
0, 3000.00000, 122.894, -32.5714, 124.003, -153.113, 122.591, 86.6491, 11.2979, 117.08, 5.85929E-013, 39.0939, 11.2979, -62.9198
1, 0.00000, 122.629, -32.6368, 123.752, -153.174, 122.344, 86.5802, 11.3389, 117.011, 4.83169E-013, 118.072, 11.3389, -62.9892
1, 600.00000, 122.773, -32.6012, 123.901, -153.132, 122.503, 86.6183, 11.3448, 117.046, 3.97904E-013, 90, 11.3448, -62.9545
1, 1200.00000, 122.888, -32.572, 123.998, -153.096, 122.618, 86.6593, 11.1841, 117.08, 2.55795E-013, 90, 11.1841, -62.9195
1, 1800.00000, 123.159, -32.5041, 124.244, -153.019, 122.891, 86.7443, 10.9705, 117.157, 9.41355E-013, 118.887, 10.9705, -62.8433
1, 2400.00000, 122.865, -32.5759, 123.956, -153.083, 122.615, 86.6739, 10.9374, 117.083, 3.21555E-013, 135, 10.9374, -62.9168
1, 3000.00000, 123.202, -32.4923, 124.288, -152.991, 122.963, 86.7661, 10.8711, 117.169, 1.22444E-012, 111.801, 10.8711, -62.8305
2, 0.00000, 122.804, -32.5909, 123.893, -153.09, 122.567, 86.6644, 10.866, 117.069, 1.7053E-013, 90, 10.866, -62.9309
2, 600.00000, 123.386, -32.4464, 124.443, -152.945, 123.128, 86.8242, 10.6869, 117.224, 4.09904E-013, 123.69, 10.6869, -62.776
2, 1200.00000, 123.078, -32.5226, 124.137, -153.02, 122.825, 86.7466, 10.6737, 117.147, 7.73154E-013, 126.027, 10.6737, -62.8535
2, 1800.00000, 123.414, -32.4399, 124.466, -152.937, 123.156, 86.8336, 10.6467, 117.232, 4.26326E-013, 90, 10.6467, -62.7681
2, 2400.00000, 122.938, -32.557, 123.995, -153.057, 122.678, 86.7108, 10.6664, 117.112, 5.11591E-013, 90, 10.6664, -62.8876
2, 3000.00000, 123.189, -32.4949, 124.248, -152.996, 122.928, 86.7725, 10.703, 117.174, 8.19807E-013, 123.69, 10.703, -62.8257
3, 0.00000, 123.123, -32.5109, 124.181, -153.012, 122.862, 86.7569, 10.6887, 117.159, 4.09904E-013, 56.3099, 10.6887, -62.8413
3, 600.00000, 123.32, -32.4629, 124.372, -152.963, 123.056, 86.8083, 10.6566, 117.209, 2.84217E-013, 90, 10.6566, -62.7912
3, 1200.00000, 123.005, -32.5404, 124.045, -153.051, 122.714, 86.7277, 10.6246, 117.133, 4.09904E-013, 123.69, 10.6246, -62.8665
3, 1800.00000, 123.277, -32.4727, 124.272, -152.991, 122.941, 86.8085, 10.397, 117.214, 9.37486E-013, 165.964, 10.397, -62.7863
