hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 600.00000, 124.494, -32.5265, 124.665, -152.944, 123.947, 87.1392, 11.3532, 117.239, 13.6489, 35.2911, 18.9367, -108.294
0, 1200.00000, 123.333, -32.8132, 123.516, -153.232, 122.793, 86.8462, 11.3594, 116.948, 13.589, 35.1079, 18.9081, -108.402
0, 1800.00000, 123.72, -32.7148, 123.887, -153.141, 123.155, 86.9468, 11.27, 117.052, 13.7969, 35.1545, 19.0052, -108.896
0, 2400.00000, 123.626, -32.743, 123.8, -153.17, 123.065, 86.9148, 11.4106, 117.02, 13.8496, 35.1265, 19.1463, -108.716
0, 3000.00000, 123.837, -32.6863, 124.003, -153.113, 123.27, 86.9752, 11.2979, 117.08, 13.8285, 35.1696, 19.0484, -108.871
1, 0.00000, 123.575, -32.7523, 123.752, -153.174, 123.025, 86.908, 11.3389, 117.011, 13.6805, 35.1395, 18.963, -108.565
1, 600.00000, 123.72, -32.7167, 123.901, -153.132, 123.185, 86.9459, 11.3448, 117.046, 13.5162, 35.1794, 18.8357, -108.219
1, 1200.00000, 123.822, -32.6857, 123.998, -153.096, 123.29, 86.982, 11.1841, 117.081, 13.3642, 35.2204, 18.6014, -108.253
1, 1800.00000, 124.075, -32.6154, 124.244, -153.019, 123.55, 87.06, 10.9705, 117.157, 13.1366, 35.2969, 18.2684, -108.228
1, 2400.00000, 123.778, -32.6871, 123.956, -153.083, 123.273, 86.9894, 10.9374, 117.083, 12.8976, 35.2766, 18.0605, -107.895
1, 3000.00000, 124.109, -32.6025, 124.288, -152.991, 123.616, 87.0787, 10.8711, 117.17, 12.7141, 35.3551, 17.8659, -107.611
2, 0.00000, 123.711, -32.7014, 123.893, -153.09, 123.22, 86.978, 10.866, 117.069, 12.6879, 35.2925, 17.8463, -107.651
2, 600.00000, 124.278, -32.5545, 124.443, -152.945, 123.77, 87.1312, 10.6869, 117.224, 12.7389, 35.3894, 17.7528, -108.035
2, 1200.00000, 123.968, -32.6309, 124.137, -153.02, 123.466, 87.0539, 10.6737, 117.147, 12.678, 35.3459, 17.6991, -108.006
2, 1800.00000, 124.302, -32.5476, 124.466, -152.937, 123.796, 87.1394, 10.6467, 117.232, 12.6957, 35.3997, 17.6901, -108.035
2, 2400.00000, 123.828, -32.6653, 123.995, -153.057, 123.319, 87.0183, 10.6664, 117.112, 12.746, 35.3157, 17.7491, -108.186
2, 3000.00000, 124.082, -32.6034, 124.248, -152.996, 123.571, 87.0805, 10.703, 117.174, 12.7871, 35.3512, 17.8044, -108.134
3, 0.00000, 124.015, -32.6192, 124.181, -153.012, 123.504, 87.0646, 10.6887, 117.159, 12.7807, 35.3415, 17.7899, -108.167
3, 600.00000, 124.21, -32.5708, 124.372, -152.963, 123.696, 87.1146, 10.6566, 117.209, 12.789, 35.3744, 17.7718, -108.216
3, 1200.00000, 123.892, -32.6482, 124.045, -153.051, 123.353, 87.0339, 10.6246, 117.133, 13.0551, 35.2942, 17.9638, -108.871
3, 1800.00000, 124.145, -32.5779, 124.272, -152.991, 123.566, 87.1077, 10.397, 117.214, 13.3266, 35.3183, 18.0212, -109.85
3, 2400.00000, 124.007, -32.6065, 124.119, -153.028, 123.402, 87.0799, 10.2378, 117.191, 13.5018, 35.286, 18.0566, -110.566
3, 3000.00000, 124.18, -32.5733, 124.272, -153.007, 123.536, 87.113, 10.1311, 117.231, 13.8563, 35.2709, 18.273, -111.432
4, 0.00000, 123.783, -32.6726, 123.862, -153.122, 123.102, 87.0082, 10.1063, 117.134, 14.2559, 35.1679, 18.5914, -112.266
4, 600.00000, 124.175, -32.5789, 124.23, -153.042, 123.45, 87.1027, 9.98326, 117.236, 14.6524, 35.1936, 18.8378, -113.148
4, 1200.00000, 123.839, -32.6701, 123.889, -153.142, 123.093, 87.0073, 9.99054, 117.145, 14.8877, 35.1106, 19.0441, -113.588
4, 1800.00000, 124.032, -32.6328, 124.057, -153.125, 123.231, 87.0414, 9.92136, 117.189, 15.457, 35.084, 19.4803, -114.619
4, 2400.00000, 123.839, -32.6843, 123.867, -153.18, 123.035, 86.9863, 10.0103, 117.135, 15.5521, 35.0399, 19.6188, -114.603
4, 3000.00000, 123.774, -32.7029, 123.805, -153.2, 122.97, 86.9656, 10.0738, 117.114, 15.5975, 35.0223, 19.6977, -114.543
