hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 600.00000, 124.229, -32.6477, 124.405, -153.066, 123.684, 87.0155, 11.3764, 117.116, 13.6338, 35.1925, 18.9443, -108.326
0, 1200.00000, 123.022, -32.9571, 123.211, -153.377, 122.485, 86.6994, 11.3869, 116.802, 13.5715, 34.9911, 18.9175, -108.44
0, 1800.00000, 123.424, -32.8512, 123.596, -153.277, 122.862, 86.8077, 11.2959, 116.913, 13.78, 35.0438, 19.0136, -108.932
0, 2400.00000, 123.327, -32.8808, 123.507, -153.308, 122.769, 86.7742, 11.4371, 116.88, 13.8324, 35.0146, 19.155, -108.752
0, 3000.00000, 123.545, -32.8203, 123.717, -153.247, 122.982, 86.8385, 11.3234, 116.944, 13.8118, 35.0607, 19.0565, -108.906
1, 0.00000, 123.274, -32.8914, 123.456, -153.314, 122.727, 86.7661, 11.3655, 116.869, 13.6634, 35.0265, 18.9719, -108.602
1, 600.00000, 123.424, -32.853, 123.611, -153.269, 122.892, 86.8068, 11.3709, 116.907, 13.4996, 35.0687, 18.8447, -108.255
1, 1200.00000, 123.528, -32.8206, 123.71, -153.232, 123, 86.8444, 11.2095, 116.943, 13.3479, 35.1108, 18.6101, -108.289
1, 1800.00000, 123.79, -32.7461, 123.965, -153.15, 123.268, 86.9268, 10.9947, 117.024, 13.1211, 35.1908, 18.2766, -108.263
1, 2400.00000, 123.481, -32.8239, 123.665, -153.22, 122.979, 86.85, 10.9625, 116.944, 12.8817, 35.1655, 18.0693, -107.932
1, 3000.00000, 123.824, -32.7332, 124.008, -153.122, 123.334, 86.9456, 10.895, 117.037, 12.6991, 35.2489, 17.8744, -107.646
2, 0.00000, 123.41, -32.8399, 123.598, -153.229, 122.923, 86.8369, 10.8913, 116.928, 12.672, 35.1801, 17.8554, -107.688
2, 600.00000, 123.998, -32.6824, 124.168, -153.073, 123.494, 87.0009, 10.7099, 117.094, 12.7241, 35.2855, 17.7605, -108.069
2, 1200.00000, 123.677, -32.7648, 123.851, -153.154, 123.178, 86.9175, 10.6976, 117.01, 12.6627, 35.2371, 17.7073, -108.042
2, 1800.00000, 124.024, -32.6751, 124.193, -153.065, 123.521, 87.0095, 10.6695, 117.102, 12.681, 35.2962, 17.6979, -108.069
2, 2400.00000, 123.531, -32.802, 123.703, -153.194, 123.026, 86.8791, 10.6909, 116.974, 12.7304, 35.2048, 17.7574, -108.222
2, 3000.00000, 123.795, -32.735, 123.966, -153.128, 123.288, 86.9464, 10.7267, 117.041, 12.7719, 35.2443, 17.8124, -108.169
3, 0.00000, 123.726, -32.7522, 123.896, -153.145, 123.218, 86.9292, 10.7125, 117.024, 12.7654, 35.2336, 17.798, -108.202
3, 600.00000, 123.928, -32.7001, 124.095, -153.093, 123.417, 86.983, 10.6798, 117.077, 12.7741, 35.2695, 17.7796, -108.25
3, 1200.00000, 123.598, -32.7835, 123.756, -153.187, 123.062, 86.896, 10.6487, 116.996, 13.0393, 35.1844, 17.9713, -108.907
3, 1800.00000, 123.859, -32.7088, 123.991, -153.123, 123.283, 86.9743, 10.4198, 117.081, 13.311, 35.2122, 18.0274, -109.885
3, 2400.00000, 123.716, -32.7403, 123.833, -153.162, 123.114, 86.9435, 10.2607, 117.055, 13.4857, 35.1776, 18.0624, -110.602
3, 3000.00000, 123.896, -32.7035, 123.993, -153.138, 123.255, 86.9803, 10.1532, 117.099, 13.8402, 35.1655, 18.2778, -111.468
4, 0.00000, 123.484, -32.8103, 123.569, -153.26, 122.806, 86.8678, 10.1295, 116.994, 14.2386, 35.0566, 18.5958, -112.305
4, 600.00000, 123.891, -32.7088, 123.952, -153.172, 123.169, 86.9702, 10.005, 117.104, 14.6356, 35.0886, 18.841, -113.184
4, 1200.00000, 123.543, -32.8061, 123.599, -153.279, 122.801, 86.8685, 10.0132, 117.007, 14.8699, 35.0008, 19.0471, -113.627
4, 1800.00000, 123.745, -32.7646, 123.775, -153.258, 122.947, 86.9069, 9.94321, 117.055, 15.4392, 34.9777, 19.4822, -114.658
4, 2400.00000, 123.545, -32.8194, 123.579, -153.316, 122.744, 86.8483, 10.0328, 116.997, 15.5338, 34.9308, 19.6208, -114.642
4, 3000.00000, 123.478, -32.8391, 123.515, -153.337, 122.678, 86.8266, 10.0967, 116.976, 15.579, 34.9123, 19.6999, -114.582
5, 0.00000, 123.514, -32.8329, 123.55, -153.335, 122.706, 86.8303, 10.1718, 116.981, 15.7077, 34.9037, 19.8555, -114.606
5, 600.00000, 123.524, -32.8312, 123.558, -153.337, 122.707, 86.8306, 10.1902, 116.983, 15.8217, 34.8951, 19.9638, -114.735
5, 1200.00000, 123.642, -32.8057, 123.678, -153.314, 122.823, 86.8534, 10.3158, 117.006, 15.9319, 34.899, 20.134, -114.603
5, 1800.00000, 123.398, -32.87, 123.436, -153.382, 122.575, 86.7861, 10.3532, 116.94, 16.011, 34.8495, 20.2277, -114.689
5, 2400.00000, 122.87, -33.0088, 122.919, -153.519, 122.06, 86.644, 10.4143, 116.797, 15.9082, 34.7648, 20.1856, -114.508
5, 3000.00000, 123.159, -33.1241, 123.212, -153.621, 122.375, 86.5364, 10.2944, 116.684, 15.541, 34.6553, 19.7957, -114.347
6, 0.00000, 124.783, -32.6927, 124.795, -153.164, 124.016, 86.9973, 9.19565, 117.142, 14.9805, 33.9967, 18.4895, -116.413
6, 600.00000, 123.851, -32.945, 123.834, -153.418, 123.073, 86.756, 8.88442, 116.9, 14.8744, 33.8434, 18.2245, -117.215
6, 1200.00000, 122.949, -33.5653, 122.943, -154.039, 122.182, 86.1313, 8.89425, 116.276, 14.7877, 33.3085, 18.1656, -117.618
6, 1800.00000, 124.59, -32.9483, 124.549, -153.426, 123.788, 86.7595, 8.73735, 116.905, 15.0275, 33.7732, 18.2639, -117.87
6, 2400.00000, 122.64, -34.0408, 122.607, -154.527, 121.837, 85.6588, 8.78367, 115.808, 15.0868, 32.8623, 18.3661, -118.802
6, 3000.00000, 122.471, -34.8522, 122.398, -155.356, 121.618, 84.8524, 8.62478, 115.008, 15.5108, 32.0668, 18.6508, -120.615
7, 0.00000, 121.945, -35.0022, 121.85, -155.513, 121.072, 84.7073, 8.46913, 114.865, 15.6175, 31.9716, 18.6644, -121.267
7, 600.00000, 121.713, -35.0744, 121.581, -155.604, 120.788, 84.6393, 8.2749, 114.805, 16.0513, 31.9219, 18.9481, -122.398
7, 1200.00000, 122.163, -34.9662, 121.978, -155.502, 121.197, 84.7648, 7.89885, 114.932, 16.2034, 31.9977, 18.8794, -123.47
7, 1800.00000, 121.728, -35.0965, 121.511, -155.644, 120.73, 84.6411, 7.71489, 114.811, 16.4165, 31.9136, 18.9826, -124.302
7, 2400.00000, 122.365, -34.9344, 122.089, -155.502, 121.292, 84.8139, 7.38844, 114.993, 16.9908, 32.0151, 19.3383, -125.701
7, 3000.00000, 122.183, -35.1891, 121.78, -155.807, 120.949, 84.5791, 6.59632, 114.78, 18.1701, 31.7836, 20.0722, -129.179
8, 0.00000, 122.234, -35.1933, 121.769, -155.83, 120.935, 84.5891, 6.22958, 114.797, 18.5988, 31.7809, 20.3199, -130.503
8, 600.00000, 122.417, -35.1775, 121.801, -155.825, 121.024, 84.6615, 4.87983, 114.87, 18.613, 31.8248, 19.8053, -134.018
8, 1200.00000, 122.367, -35.2534, 121.475, -155.92, 120.806, 84.6908, 2.36027, 114.901, 18.5331, 31.842, 18.9636, -141.061
8, 1800.00000, 122.477, -35.236, 121.516, -155.922, 120.843, 84.7246, 1.86337, 114.943, 18.972, 31.8574, 19.2852, -142.638
8, 2400.00000, 123.263, -35.0801, 122.013, -155.786, 121.441, 84.9869, 0.754141, -64.813, 19.0249, 32.0219, 18.9499, -150.243
8, 3000.00000, 122.549, -35.2955, 121.203, -156.009, 120.674, 84.811, 1.70609, -64.9496, 18.8888, 31.9125, 18.7616, -153.267
9, 0.00000, 123.166, -35.1978, 121.47, -155.938, 121.065, 85.0376, 4.89236, -64.7385, 18.9265, 32.0547, 18.98, -162.775
9, 600.00000, 123.205, -35.2067, 121.424, -155.955, 121.05, 85.0599, 5.64031, -64.712, 18.9526, 32.067, 19.1253, -164.962
9, 1200.00000, 123.384, -35.369, 121.479, -156.127, 121.148, 84.9432, 6.75353, -64.828, 18.9646, 31.9242, 19.3688, -168.335
