hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 600.00000, 7602.17, 118.37, 0, 0, 0.715443, 92.8025, 0.715443, -87.1974
0, 1200.00000, 7536.57, 118.064, 0, 0, 0.716087, 92.0208, 0.716087, -87.9791
0, 1800.00000, 7557.46, 118.161, 0, 0, 0.729429, 92.0431, 0.729429, -87.9569
0, 2400.00000, 7553.58, 118.143, 0, 0, 0.731505, 92.0182, 0.731505, -87.9818
0, 3000.00000, 7564.22, 118.191, 0, 0, 0.728247, 92.6296, 0.728246, -87.3704
1, 0.00000, 7549.9, 118.126, 0, 0, 0.721781, 92.0478, 0.721781, -87.9522
1, 600.00000, 7557.76, 118.161, 0, 0, 0.708905, 92.6924, 0.708905, -87.3075
1, 1200.00000, 7561.73, 118.179, 0, 0, 0.700714, 92.7397, 0.700713, -87.2603
1, 1800.00000, 7573.43, 118.233, 0, 0, 0.688015, 92.8294, 0.688015, -87.1706
1, 2400.00000, 7556.39, 118.154, 0, 0, 0.674216, 92.8366, 0.674215, -87.1633
1, 3000.00000, 7573.79, 118.235, 0, 0, 0.662903, 92.9378, 0.662903, -87.0622
2, 0.00000, 7551.78, 118.133, 0, 0, 0.662087, 92.8746, 0.662087, -87.1254
2, 600.00000, 7581.45, 118.27, 0, 0, 0.665583, 92.9496, 0.665583, -87.0504
2, 1200.00000, 7564.25, 118.191, 0, 0, 0.662547, 92.9104, 0.662547, -87.0895
2, 1800.00000, 7582.44, 118.275, 0, 0, 0.663223, 92.9626, 0.663223, -87.0373
2, 2400.00000, 7556.54, 118.155, 0, 0, 0.667046, 92.8678, 0.667046, -87.1321
2, 3000.00000, 7570.87, 118.221, 0, 0, 0.668779, 92.9039, 0.668779, -87.0961
3, 0.00000, 7567.05, 118.204, 0, 0, 0.668627, 92.8927, 0.668627, -87.1073
3, 600.00000, 7577.58, 118.252, 0, 0, 0.669029, 92.9231, 0.669029, -87.0769
3, 1200.00000, 7560.12, 118.172, 0, 0, 0.686308, 92.7963, 0.686308, -87.2036
3, 1800.00000, 7572.37, 118.229, 0, 0, 0.704704, 92.7551, 0.704704, -87.2449
3, 2400.00000, 7563.61, 118.189, 0, 0, 0.717487, 92.674, 0.717487, -87.326
3, 3000.00000, 7573.81, 118.236, 0, 0, 0.740559, 92.6069, 0.740559, -87.3931
4, 0.00000, 7552.32, 118.138, 0, 0, 0.769143, 91.8426, 0.769143, -88.1574
4, 600.00000, 7573.99, 118.239, 0, 0, 0.795572, 91.8093, 0.795571, -88.1907
