hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
0, 600.00000, 930.675, 22.9245, 930.986, 22.9189, 936.293, 22.9525
0, 1200.00000, 1097.29, 22.9365, 1097.54, 22.9375, 1102.73, 22.9625
0, 1800.00000, 1043.96, 22.9556, 1044.27, 22.9555, 1049.56, 22.9862
0, 2400.00000, 1053.75, 22.9524, 1054.04, 22.9524, 1059.35, 22.9821
0, 3000.00000, 1026.97, 22.9622, 1027.29, 22.9612, 1032.59, 22.99
1, 0.00000, 1063.38, 22.9491, 1063.66, 22.9493, 1068.89, 22.9772
1, 600.00000, 1043.96, 22.9569, 1044.22, 22.9559, 1049.4, 22.9806
1, 1200.00000, 1034.16, 22.9599, 1034.42, 22.9588, 1039.55, 22.9838
1, 1800.00000, 1004.82, 22.971, 1005.09, 22.9692, 1010.14, 22.9953
1, 2400.00000, 1048.5, 22.9556, 1048.72, 22.9548, 1053.66, 22.9764
1, 3000.00000, 1004.7, 22.9718, 1004.93, 22.9696, 1009.82, 22.9926
2, 0.00000, 1060.56, 22.9515, 1060.76, 22.9508, 1065.61, 22.9704
2, 600.00000, 985.127, 22.9782, 985.395, 22.9758, 990.289, 23.0014
2, 1200.00000, 1028.9, 22.9626, 1029.14, 22.9615, 1033.99, 22.9839
2, 1800.00000, 982.666, 22.9792, 982.935, 22.9767, 987.812, 23.0024
2, 2400.00000, 1048.33, 22.9553, 1048.57, 22.9548, 1053.44, 22.9767
2, 3000.00000, 1011.91, 22.9685, 1012.18, 22.9669, 1017.08, 22.9912
3, 0.00000, 1021.61, 22.9655, 1021.86, 22.9642, 1026.76, 22.9879
3, 600.00000, 994.859, 22.9746, 995.134, 22.9726, 1000.04, 22.9982
3, 1200.00000, 1038.64, 22.958, 1038.93, 22.9576, 1043.92, 22.983
3, 1800.00000, 1006.95, 22.9682, 1007.33, 22.9674, 1012.43, 22.9989
3, 2400.00000, 1028.77, 22.9595, 1029.18, 22.9598, 1034.33, 22.9923
3, 3000.00000, 1002.13, 22.9682, 1002.62, 22.9683, 1007.92, 23.0068
4, 0.00000, 1055.64, 22.9476, 1056.16, 22.9501, 1061.59, 22.9915
4, 600.00000, 999.81, 22.9665, 1000.44, 22.9679, 1006.05, 23.0189
4, 1200.00000, 1043.67, 22.9505, 1044.3, 22.9535, 1049.97, 23.0026
4, 1800.00000, 1012.24, 22.9604, 1012.98, 22.9631, 1018.9, 23.0216
4, 2400.00000, 1036.61, 22.9518, 1037.34, 22.9552, 1043.27, 23.0115
4, 3000.00000, 1043.92, 22.9495, 1044.64, 22.9531, 1050.59, 23.0087
5, 0.00000, 1036.73, 22.9513, 1037.46, 22.9547, 1043.47, 23.0118
5, 600.00000, 1034.31, 22.9523, 1035.06, 22.9557, 1041.11, 23.0141
5, 1200.00000, 1014.96, 22.9594, 1015.72, 22.962, 1021.82, 23.0228
5, 1800.00000, 1046.57, 22.948, 1047.32, 22.9517, 1053.43, 23.0097
5, 2400.00000, 1119.02, 22.9579, 1119.71, 22.9641, 1125.72, 23.0141
5, 3000.00000, 1186.55, 22.9334, 1187.15, 22.9409, 1192.96, 22.9821
6, 0.00000, 982.499, 23.0119, 983.317, 23.0117, 989.271, 23.0772
6, 600.00000, 1111.38, 22.9645, 1112.1, 22.971, 1117.88, 23.0211
6, 1200.00000, 1436.14, 22.9472, 1436.67, 22.9615, 1442.11, 22.9913
6, 1800.00000, 1118.42, 22.9977, 1119.18, 23.0054, 1124.97, 23.0562
6, 2400.00000, 1674.44, 24.0714, 1674.89, 24.0943, 1680.05, 24.1085
6, 3000.00000, 2022.07, 24.1899, 2022.29, 24.2174, 2027.2, 24.2198
7, 0.00000, 2080.68, 24.2097, 2080.87, 24.2386, 2085.73, 24.2394
7, 600.00000, 2105.7, 24.2173, 2105.91, 24.2483, 2110.84, 24.2492
7, 1200.00000, 2059.96, 24.2007, 2060.22, 24.2331, 2065.19, 24.2353
7, 1800.00000, 2107.91, 24.2167, 2108.15, 24.2508, 2113.1, 24.2516
7, 2400.00000, 2039.22, 24.1915, 2039.57, 24.2276, 2044.71, 24.2319
7, 3000.00000, 2139.12, 24.2244, 2139.61, 24.2656, 2144.85, 24.2724
8, 0.00000, 2135.12, 24.2218, 2135.64, 24.2655, 2140.95, 24.273
8, 600.00000, 2130.95, 24.2186, 2131.52, 24.2666, 2136.68, 24.2734
8, 1200.00000, 2165.88, 24.2276, 2166.47, 24.2838, 2171.29, 24.2873
8, 1800.00000, 2157.71, 24.2234, 2158.36, 24.2822, 2163.26, 24.287
8, 2400.00000, 2103.88, 24.2012, 2104.67, 24.2681, 2109.37, 24.2737
8, 3000.00000, 2192.39, 24.2312, 2193.11, 24.3009, 2197.56, 24.3023
9, 0.00000, 2163.54, 24.2171, 2164.39, 24.2966, 2168.55, 24.2975
