hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 600.00000, 112.82, 116.758, 0.000556381, 19.1538, 23.7405, -85.5332, 23.7405, 94.4667
0, 1200.00000, 111.793, 116.448, 0.000550425, 18.8228, 23.8328, -86.2557, 23.8328, 93.7442
0, 1800.00000, 112.074, 116.52, 0.000551288, 18.7616, 24.2613, -86.2301, 24.2613, 93.7698
0, 2400.00000, 112.011, 116.497, 0.000550873, 18.7129, 24.3359, -86.2473, 24.336, 93.7526
0, 3000.00000, 112.211, 116.547, 0.000552795, 18.7793, 24.2156, -85.6409, 24.2156, 94.359
1, 0.00000, 111.98, 116.5, 0.000551133, 18.8208, 24.0107, -86.2318, 24.0107, 93.7681
1, 600.00000, 112.162, 116.559, 0.000553357, 18.9989, 23.5683, -85.6072, 23.5683, 94.3928
1, 1200.00000, 112.242, 116.596, 0.000554101, 19.1291, 23.2871, -85.5783, 23.2871, 94.4217
1, 1800.00000, 112.449, 116.682, 0.000555678, 19.3604, 22.8453, -85.5225, 22.8453, 94.4774
1, 2400.00000, 112.226, 116.63, 0.000555141, 19.4488, 22.3973, -85.5247, 22.3973, 94.4753
1, 3000.00000, 112.516, 116.74, 0.000557074, 19.6925, 21.9976, -85.46, 21.9976, 94.5399
2, 0.00000, 112.187, 116.634, 0.000555452, 19.5833, 21.9926, -85.5045, 21.9926, 94.4954
2, 600.00000, 112.625, 116.771, 0.000557508, 19.699, 22.0801, -85.4504, 22.0802, 94.5495
2, 1200.00000, 112.373, 116.694, 0.000556372, 19.6453, 21.9953, -85.4793, 21.9953, 94.5206
2, 1800.00000, 112.646, 116.781, 0.000557712, 19.7354, 21.9996, -85.4426, 21.9996, 94.5573
2, 2400.00000, 112.246, 116.647, 0.000555543, 19.544, 22.1551, -85.5066, 22.1551, 94.4933
2, 3000.00000, 112.458, 116.713, 0.000556532, 19.5994, 22.1988, -85.4806, 22.1988, 94.5193
3, 0.00000, 112.401, 116.694, 0.000556253, 19.5804, 22.1974, -85.4887, 22.1974, 94.5112
3, 600.00000, 112.558, 116.745, 0.000557027, 19.6327, 22.2003, -85.4671, 22.2003, 94.5328
3, 1200.00000, 112.253, 116.621, 0.000554765, 19.31, 22.8018, -85.5465, 22.8018, 94.4535
3, 1800.00000, 112.392, 116.64, 0.000554689, 19.1349, 23.4102, -85.5656, 23.4102, 94.4343
3, 2400.00000, 112.229, 116.568, 0.000553334, 18.9182, 23.8521, -85.6155, 23.8521, 94.3844
