hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 600.00000, 117.213, -32.5685, 118.495, -153.127, 117.01, 86.5501, 11.875, 117.02, 7.27951E-013, 128.66, 11.875, -62.9801
0, 1200.00000, 116.103, -32.8777, 117.335, -153.437, 115.879, 86.2566, 11.6448, 116.722, 7.46036E-013, 107.745, 11.6448, -63.2779
0, 1800.00000, 116.49, -32.7709, 117.727, -153.34, 116.247, 86.3574, 11.6304, 116.828, 3.97904E-013, 90, 11.6304, -63.1716
0, 2400.00000, 116.376, -32.8023, 117.616, -153.37, 116.139, 86.3242, 11.754, 116.795, 8.52651E-013, 90, 11.754, -63.2047
0, 3000.00000, 116.598, -32.74, 117.842, -153.309, 116.357, 86.3853, 11.6822, 116.857, 5.08423E-013, 63.4349, 11.6822, -63.1426
1, 0.00000, 116.335, -32.8133, 117.568, -153.375, 116.105, 86.3199, 11.6718, 116.786, 3.41061E-013, 90, 11.6718, -63.2135
1, 600.00000, 116.483, -32.7722, 117.741, -153.331, 116.272, 86.3539, 11.7095, 116.821, 2.42835E-013, 159.444, 11.7095, -63.1785
1, 1200.00000, 116.593, -32.7414, 117.836, -153.293, 116.384, 86.396, 11.5668, 116.857, 5.3626E-013, 147.995, 11.5668, -63.1426
1, 1800.00000, 116.85, -32.6693, 118.078, -153.21, 116.648, 86.4823, 11.4018, 116.935, 4.58286E-013, 60.2551, 11.4018, -63.0649
1, 2400.00000, 116.572, -32.7466, 117.793, -153.28, 116.382, 86.4115, 11.3123, 116.86, 2.27374E-013, 180, 11.3123, -63.14
1, 3000.00000, 116.891, -32.6571, 118.12, -153.181, 116.719, 86.5047, 11.3108, 116.948, 7.62634E-013, 26.5651, 11.3108, -63.0515
2, 0.00000, 116.515, -32.7631, 117.73, -153.288, 116.335, 86.402, 11.2285, 116.845, 5.5185E-013, 145.491, 11.2285, -63.1546
2, 600.00000, 117.066, -32.6082, 118.272, -153.131, 116.88, 86.5643, 11.1536, 117.005, 5.11591E-013, 90, 11.1536, -62.9952
2, 1200.00000, 116.775, -32.6902, 117.971, -153.213, 116.586, 86.4859, 11.0816, 116.925, 1.50071E-012, 127.304, 11.0816, -63.0748
2, 1800.00000, 117.093, -32.6014, 118.296, -153.122, 116.908, 86.5741, 11.1174, 117.013, 7.19019E-013, 108.435, 11.1174, -62.9871
2, 2400.00000, 116.643, -32.7271, 117.83, -153.253, 116.443, 86.4498, 11.0468, 116.89, 5.08423E-013, 116.565, 11.0468, -63.1098
2, 3000.00000, 116.88, -32.6605, 118.079, -153.186, 116.686, 86.5119, 11.1319, 116.953, 1.04814E-012, 130.601, 11.1319, -63.0468
3, 0.00000, 116.818, -32.6775, 118.014, -153.203, 116.622, 86.4963, 11.1056, 116.938, 3.41061E-013, 90, 11.1056, -63.0622
3, 600.00000, 117.006, -32.626, 118.202, -153.151, 116.81, 86.5487, 11.1069, 116.989, 3.21555E-013, 135, 11.1069, -63.0109
3, 1200.00000, 116.708, -32.709, 117.88, -153.246, 116.478, 86.4672, 11.013, 116.912, 3.12639E-013, 90, 11.013, -63.0878
3, 1800.00000, 116.967, -32.6367, 118.104, -153.181, 116.699, 86.5501, 10.8242, 116.995, 6.84485E-013, 131.634, 10.8242, -63.0047
3, 2400.00000, 116.851, -32.6692, 117.954, -153.22, 116.55, 86.5271, 10.6336, 116.972, 5.08423E-013, 116.565, 10.6336, -63.0277
3, 3000.00000, 117.026, -32.6342, 118.105, -153.197, 116.687, 86.5643, 10.5522, 117.014, 2.84217E-013, 143.13, 10.5522, -62.9862
4, 0.00000, 116.653, -32.7402, 117.702, -153.321, 116.266, 86.4581, 10.4511, 116.915, 5.68434E-013, 90, 10.4511, -63.0853
4, 600.00000, 117.036, -32.6409, 118.065, -153.233, 116.612, 86.5588, 10.3914, 117.02, 7.27951E-013, 128.66, 10.3914, -62.9801
4, 1200.00000, 116.717, -32.7377, 117.729, -153.341, 116.264, 86.4609, 10.3369, 116.927, 4.54747E-013, 180, 10.3369, -63.073
4, 1800.00000, 116.908, -32.6976, 117.897, -153.321, 116.402, 86.4982, 10.295, 116.973, 6.84485E-013, 175.236, 10.295, -63.0268
4, 2400.00000, 116.717, -32.7513, 117.71, -153.38, 116.206, 86.4388, 10.353, 116.918, 3.21555E-013, 45, 10.353, -63.0824
4, 3000.00000, 116.651, -32.7703, 117.649, -153.402, 116.139, 86.4157, 10.4044, 116.897, 6.4311E-013, 45, 10.4044, -63.1034
5, 0.00000, 116.677, -32.7635, 117.682, -153.4, 116.161, 86.4163, 10.4848, 116.901, 2.84217E-014, 90, 10.4848, -63.0992
5, 600.00000, 116.684, -32.7616, 117.689, -153.402, 116.16, 86.4157, 10.5046, 116.903, 2.34371E-013, 14.0362, 10.5046, -63.0973
5, 1200.00000, 116.78, -32.7354, 117.804, -153.38, 116.26, 86.4322, 10.6515, 116.923, 5.68434E-014, 90, 10.6515, -63.0766
5, 1800.00000, 116.541, -32.802, 117.547, -153.447, 116.013, 86.3712, 10.6453, 116.861, 8.2423E-013, 90, 10.6453, -63.139
5, 2400.00000, 116.053, -32.9381, 117.028, -153.576, 115.527, 86.251, 10.6133, 116.733, 4.62672E-013, -169.38, 10.6133, -63.2672
5, 3000.00000, 115.624, -33.0577, 116.593, -153.681, 115.125, 86.142, 10.4721, 116.615, 2.27374E-013, 180, 10.4721, -63.3851
6, 0.00000, 117.202, -32.6386, 118.14, -153.232, 116.729, 86.5952, 9.66972, 117.046, 3.97904E-013, 90, 9.66972, -62.9537
6, 600.00000, 116.373, -32.8952, 117.18, -153.48, 115.857, 86.3968, 9.19929, 116.825, 1.3258E-012, 149.036, 9.19929, -63.1747
6, 1200.00000, 114.09, -33.4538, 114.857, -154.035, 113.577, 85.8509, 8.92854, 116.274, 5.11591E-013, 90, 8.92854, -63.7259
6, 1800.00000, 116.355, -32.9048, 117.14, -153.493, 115.82, 86.394, 9.09942, 116.822, 5.59843E-013, 66.0375, 9.09942, -63.1779
6, 2400.00000, 112.541, -33.8881, 113.252, -154.479, 111.994, 85.4301, 8.65181, 115.853, 1.04814E-012, 130.601, 8.65181, -64.1474
6, 3000.00000, 109.887, -34.4377, 110.521, -155.043, 109.3, 84.8989, 8.24287, 115.32, 5.08423E-013, 63.4349, 8.24287, -64.6796
7, 0.00000, 109.494, -34.5491, 110.081, -155.159, 108.88, 84.8047, 8.02551, 115.222, 5.59843E-013, 66.0375, 8.02551, -64.7784
7, 600.00000, 109.332, -34.605, 109.861, -155.231, 108.663, 84.7643, 7.81023, 115.182, 5.85929E-013, 67.1663, 7.81023, -64.8177
7, 1200.00000, 109.713, -34.5331, 110.175, -155.162, 109.001, 84.8654, 7.51503, 115.275, 5.3626E-013, -147.995, 7.51503, -64.7245
7, 1800.00000, 109.391, -34.6316, 109.799, -155.269, 108.643, 84.7859, 7.28846, 115.192, 7.19019E-013, 108.435, 7.28846, -64.8085
7, 2400.00000, 109.913, -34.5208, 110.252, -155.178, 109.092, 84.9161, 7.05485, 115.324, 3.41061E-013, 90, 7.05485, -64.676
7, 3000.00000, 109.297, -34.7148, 109.448, -155.413, 108.313, 84.7798, 6.24339, 115.184, 5.85929E-013, 67.1663, 6.24339, -64.8163
8, 0.00000, 109.368, -34.7258, 109.432, -155.438, 108.316, 84.799, 5.90304, 115.198, 1.00566E-012, 132.709, 5.90304, -64.802
8, 600.00000, 109.636, -34.7278, 109.456, -155.437, 108.468, 84.9114, 4.64946, 115.27, 4.58286E-013, -7.12502, 4.64946, -64.7302
8, 1200.00000, 109.841, -34.8039, 109.2, -155.504, 108.46, 85.0522, 2.25747, 115.33, 1.20449E-012, 19.29, 2.25747, -64.6701
8, 1800.00000, 109.974, -34.7973, 109.227, -155.512, 108.513, 85.0973, 1.78641, 115.371, 4.58286E-013, 60.2551, 1.78641, -64.6285
8, 2400.00000, 110.854, -34.7081, 109.617, -155.418, 109.152, 85.4105, 0.736091, -64.4192, 6.04254E-013, 138.814, 0.736091, 115.581
8, 3000.00000, 110.387, -34.8671, 108.983, -155.572, 108.617, 85.334, 1.64851, -64.4784, 2.84217E-013, -143.13, 1.64851, 115.522
9, 0.00000, 111.207, -34.8224, 109.191, -155.523, 109.139, 85.6567, 4.80451, -64.2793, 7.73154E-013, 126.027, 4.80451, 115.721
9, 600.00000, 111.317, -34.8356, 109.154, -155.537, 109.178, 85.7102, 5.54979, -64.2537, 7.27951E-013, 51.3402, 5.54979, 115.746
9, 1200.00000, 111.034, -34.9591, 108.664, -155.659, 108.801, 85.6854, 6.64095, -64.2993, 7.62634E-013, 26.5651, 6.64095, 115.701
9, 1800.00000, 110.484, -35.1328, 107.955, -155.831, 108.183, 85.5927, 7.51906, -64.4175, 6.65335E-013, 70.0169, 7.51906, 115.583
9, 2400.00000, 110.684, -35.11, 108.073, -155.808, 108.344, 85.6514, 7.90258, -64.3811, 4.62672E-013, 169.38, 7.90258, 115.619
9, 3000.00000, 112.012, -34.8383, 109.225, -155.525, 109.598, 85.9966, 8.76337, -64.0657, 4.68743E-013, 165.964, 8.76337, 115.934
10, 0.00000, 111.178, -35.0576, 108.345, -155.741, 108.758, 85.8112, 9.05628, -64.2558, 9.64665E-013, 45, 9.05628, 115.744
10, 600.00000, 111.543, -35.0295, 108.483, -155.711, 109.015, 85.9409, 10.2051, -64.1724, 5.68434E-014, 90, 10.2051, 115.828
10, 1200.00000, 112.621, -34.8115, 109.383, -155.493, 109.999, 86.2272, 11.074, -63.9103, 3.63975E-013, 51.3402, 11.074, 116.09
10, 1800.00000, 113.428, -34.6438, 110.111, -155.326, 110.764, 86.4206, 11.3962, -63.7266, 6.04254E-013, 41.1859, 11.3962, 116.273
10, 2400.00000, 111.314, -35.1518, 108.039, -155.832, 108.694, 85.9231, 11.2917, -64.2309, 3.42243E-013, 131.634, 11.2917, 115.769
10, 3000.00000, 111.539, -35.0956, 108.268, -155.771, 108.927, 85.9772, 11.2823, -64.1778, 7.19019E-013, 18.4349, 11.2823, 115.822
11, 0.00000, 111.477, -35.1118, 108.177, -155.781, 108.861, 85.979, 11.4985, -64.1812, 6.65335E-013, 109.983, 11.4985, 115.819
11, 600.00000, 112.502, -34.867, 109.155, -155.517, 109.886, 86.243, 11.8151, -63.931, 6.12222E-013, 111.801, 11.8151, 116.069
11, 1200.00000, 111.069, -35.1972, 107.785, -155.828, 108.527, 85.9147, 11.6764, -64.2511, 7.38964E-013, 90, 11.6764, 115.749
11, 1800.00000, 111.329, -35.1188, 108.066, -155.734, 108.819, 85.9893, 11.6728, -64.1985, 5.5185E-013, 145.491, 11.6728, 115.802
11, 2400.00000, 111.332, -35.1037, 108.099, -155.689, 108.887, 86.0086, 11.6963, -64.1882, 9.6173E-013, 161.03, 11.6963, 115.812
11, 3000.00000, 111.869, -34.9721, 108.604, -155.547, 109.42, 86.1543, 11.9326, -64.0555, 3.69482E-013, 90, 11.9326, 115.944
12, 0.00000, 114.867, -34.2567, 111.544, -154.826, 112.378, 86.8602, 12.1233, -63.3433, 7.75762E-013, 151.557, 12.1233, 116.657
12, 600.00000, 113.745, -34.5262, 110.468, -155.065, 111.343, 86.6035, 12.0641, -63.6097, 7.73154E-013, 53.9726, 12.0641, 116.39
12, 1200.00000, 112.918, -34.6987, 109.765, -155.213, 110.624, 86.3996, 11.5669, -63.8121, 2.34371E-013, 14.0362, 11.5669, 116.188
12, 1800.00000, 113.201, -34.6294, 110.063, -155.121, 110.956, 86.4732, 11.5857, -63.7559, 6.84485E-013, 48.3665, 11.5857, 116.244
12, 2400.00000, 113.946, -34.4494, 110.823, -154.934, 111.718, 86.6413, 11.4866, -63.5887, 5.08423E-013, 153.435, 11.4866, 116.411
12, 3000.00000, 114.682, -34.2775, 111.513, -154.792, 112.371, 86.8063, 11.5511, -63.4094, 3.63975E-013, 51.3402, 11.5511, 116.591
13, 0.00000, 114.952, -34.2169, 111.771, -154.718, 112.659, 86.8772, 11.6628, -63.345, 1.13687E-013, 90, 11.6628, 116.655
13, 600.00000, 113.987, -34.4423, 110.82, -154.984, 111.632, 86.6323, 11.445, -63.5675, 7.19019E-013, 161.565, 11.445, 116.433
13, 1200.00000, 114.718, -34.2858, 111.532, -154.815, 112.376, 86.796, 11.496, -63.4111, 7.50355E-013, 52.6961, 11.496, 116.589
13, 1800.00000, 113.819, -34.4994, 110.726, -155.019, 111.552, 86.5581, 11.0291, -63.6403, 7.73154E-013, 107.103, 11.0291, 116.36
13, 2400.00000, 113.625, -34.5557, 110.44, -155.231, 111.031, 86.4492, 10.7562, -63.679, 2.84217E-013, 36.8699, 10.7562, 116.321
13, 3000.00000, 113.128, -34.6766, 110.007, -155.378, 110.528, 86.2901, 10.2441, -63.8163, 3.42243E-013, 48.3665, 10.2441, 116.184
14, 0.00000, 112.78, -34.7718, 109.684, -155.518, 110.122, 86.161, 9.82517, -63.9184, 4.68743E-013, 165.964, 9.82517, 116.082
14, 600.00000, 112.029, -34.9113, 109.187, -155.669, 109.485, 85.907, 8.38534, -64.1284, 7.28506E-013, 20.556, 8.38534, 115.872
14, 1200.00000, 111.648, -34.9932, 108.899, -155.764, 109.135, 85.7787, 7.7933, -64.2368, 2.27374E-013, 90, 7.7933, 115.763
14, 1800.00000, 111.153, -35.1132, 108.533, -155.882, 108.721, 85.607, 7.01429, -64.3925, 2.54212E-013, 26.5651, 7.01429, 115.608
14, 2400.00000, 112.786, -34.6756, 110.335, -155.442, 110.424, 85.9512, 6.01057, -64.0167, 9.92728E-013, 23.6294, 6.01057, 115.983
14, 3000.00000, 110.685, -35.1609, 108.357, -155.931, 108.399, 85.4277, 5.4727, -64.5255, 7.73154E-013, 126.027, 5.4727, 115.475
15, 0.00000, 110.594, -35.0666, 108.751, -155.834, 108.549, 85.3006, 2.93544, -64.5766, 3.02127E-013, 138.814, 2.93544, 115.423
15, 600.00000, 111.597, -34.7869, 109.912, -155.55, 109.629, 85.5031, 2.04013, -64.3494, 6.04254E-013, 138.814, 2.04013, 115.651
15, 1200.00000, 112.019, -34.6705, 110.414, -155.413, 110.126, 85.5938, 1.67722, -64.2579, 3.21555E-013, 45, 1.67722, 115.742
15, 1800.00000, 111.753, -34.6898, 110.356, -155.419, 109.989, 85.49, 0.65051, -64.3379, 5.68434E-013, 36.8699, 0.65051, 115.662
15, 2400.00000, 112.021, -34.5503, 110.899, -155.273, 110.401, 85.5076, 0.745616, 115.719, 3.41061E-013, 90, 0.745616, -64.2807
15, 3000.00000, 111.732, -34.3605, 111.532, -155.09, 110.551, 85.2779, 5.4437, 115.636, 2.42835E-013, 20.556, 5.4437, -64.3642
16, 0.00000, 110.132, -34.6818, 110.194, -155.413, 109.092, 84.8375, 6.70162, 115.236, 5.08423E-013, 116.565, 6.70162, -64.7637
16, 600.00000, 108.703, -34.9171, 109.184, -155.654, 107.875, 84.4059, 8.78972, 114.873, 2.29143E-013, -172.875, 8.78972, -65.1274
16, 1200.00000, 108.392, -34.9714, 108.951, -155.708, 107.607, 84.3148, 9.1715, 114.794, 7.28506E-013, 159.444, 9.1715, -65.2064
16, 1800.00000, 108.193, -34.9518, 109.037, -155.695, 107.544, 84.1991, 10.6875, 114.725, 6.63512E-013, 133.264, 10.6875, -65.2751
16, 2400.00000, 108.202, -34.9448, 109.09, -155.686, 107.583, 84.1882, 10.9394, 114.718, 8.2423E-013, 90, 10.9394, -65.2817
16, 3000.00000, 108.315, -34.8885, 109.339, -155.63, 107.771, 84.1832, 11.7412, 114.732, 7.38964E-013, 90, 11.7412, -65.2677
17, 0.00000, 108.371, -34.8385, 109.557, -155.565, 107.937, 84.1691, 12.5392, 114.733, 6.92114E-013, 109.179, 12.5392, -65.267
17, 600.00000, 108.392, -34.8354, 109.609, -155.547, 108.008, 84.169, 12.7246, 114.727, 2.34371E-013, -165.964, 12.7246, -65.2733
17, 1200.00000, 107.832, -34.9461, 109.145, -155.646, 107.525, 84.0197, 13.1467, 114.585, 6.12222E-013, 68.1986, 13.1467, -65.415
17, 1800.00000, 108.511, -34.7196, 110.009, -155.395, 108.342, 84.1827, 14.0593, 114.758, 5.40012E-013, 90, 14.0593, -65.242
17, 2400.00000, 108.233, -34.7692, 109.809, -155.439, 108.125, 84.0997, 14.5371, 114.682, 5.08423E-013, 26.5651, 14.5371, -65.3179
17, 3000.00000, 109.601, -34.3843, 111.383, -155.058, 109.606, 84.4008, 15.9591, 115.008, 4.09904E-013, 123.69, 15.9591, -64.9925
18, 0.00000, 112.51, -33.713, 114.487, -154.421, 112.544, 84.9901, 17.7479, 115.633, 5.08423E-013, 63.4349, 17.7479, -64.3667
18, 600.00000, 117.25, -32.4238, 119.558, -153.134, 117.433, 86.1747, 19.8207, 116.849, 3.41061E-013, 90, 19.8207, -63.151
18, 1200.00000, 118.863, -31.9954, 121.175, -152.696, 119.059, 86.6205, 19.9394, 117.285, 2.29143E-013, 172.875, 19.9394, -62.7154
18, 1800.00000, 118.712, -32.0719, 121.078, -152.77, 118.947, 86.5229, 20.2564, 117.192, 3.41061E-013, 90, 20.2564, -62.8082
18, 2400.00000, 119.055, -32.0016, 121.378, -152.698, 119.265, 86.6146, 20.0047, 117.277, 7.19019E-013, 108.435, 20.0047, -62.7235
18, 3000.00000, 119.264, -31.9786, 121.557, -152.671, 119.462, 86.6536, 19.8145, 117.309, 1.7053E-013, 90, 19.8145, -62.6907
19, 0.00000, 119.017, -32.0925, 121.345, -152.778, 119.25, 86.5282, 19.9696, 117.185, 6.4311E-013, 135, 19.9696, -62.8154
19, 600.00000, 119.098, -32.1077, 121.409, -152.777, 119.35, 86.5312, 19.7581, 117.176, 8.67677E-013, 121.608, 19.7581, -62.8243
19, 1200.00000, 119.338, -32.0508, 121.622, -152.706, 119.598, 86.6105, 19.5028, 117.243, 6.04254E-013, 138.814, 19.5028, -62.7571
19, 1800.00000, 119.498, -32.0381, 121.701, -152.67, 119.748, 86.672, 18.8324, 117.281, 6.82121E-013, 180, 18.8324, -62.7185
19, 2400.00000, 119.645, -32.0067, 121.807, -152.61, 119.92, 86.7395, 18.3779, 117.328, 4.54747E-013, 90, 18.3779, -62.6725
19, 3000.00000, 119.654, -32.0134, 121.781, -152.609, 119.92, 86.7515, 18.104, 117.331, 4.58286E-013, 60.2551, 18.104, -62.6686
20, 0.00000, 119.551, -32.0396, 121.672, -152.628, 119.826, 86.7317, 18.0012, 117.307, 2.27374E-013, 0, 18.0012, -62.6929
20, 600.00000, 119.692, -32.003, 121.808, -152.586, 119.975, 86.7752, 17.9409, 117.346, 2.54212E-013, -26.5651, 17.9409, -62.6539
20, 1200.00000, 119.587, -32.0297, 121.71, -152.604, 119.889, 86.7504, 17.9156, 117.318, 4.76435E-013, 17.354, 17.9156, -62.6825
20, 1800.00000, 119.657, -32.0122, 121.743, -152.612, 119.888, 86.7661, 17.8721, 117.344, 3.97904E-013, 90, 17.8721, -62.6558
20, 2400.00000, 119.556, -32.038, 121.644, -152.638, 119.79, 86.7395, 17.8651, 117.319, 1.11969E-012, 113.962, 17.8651, -62.6809
20, 3000.00000, 119.563, -32.0358, 121.636, -152.629, 119.799, 86.7515, 17.7291, 117.324, 4.54747E-013, 90, 17.7291, -62.6756
21, 0.00000, 119.986, -31.926, 122.029, -152.51, 120.218, 86.8821, 17.5127, 117.445, 7.27951E-013, 51.3402, 17.5127, -62.5548
21, 600.00000, 120.013, -31.9462, 121.985, -152.521, 120.216, 86.8968, 16.9858, 117.447, 2.29143E-013, -172.875, 16.9858, -62.5533
21, 1200.00000, 120.278, -31.8968, 122.179, -152.459, 120.457, 86.9841, 16.4659, 117.518, 8.27653E-013, 74.0546, 16.4659, -62.4816
21, 1800.00000, 120.264, -31.9437, 122.118, -152.495, 120.433, 86.9631, 16.0804, 117.486, 7.27951E-013, 128.66, 16.0804, -62.5141
21, 2400.00000, 120.227, -32.0352, 121.971, -152.574, 120.349, 86.9239, 15.2733, 117.427, 3.97904E-013, 90, 15.2733, -62.5729
21, 3000.00000, 120.294, -32.0385, 122, -152.575, 120.395, 86.9378, 15.0144, 117.435, 6.65335E-013, 109.983, 15.0144, -62.5646
22, 0.00000, 120.225, -32.0773, 121.9, -152.614, 120.307, 86.9108, 14.8106, 117.405, 4.83169E-013, 90, 14.8106, -62.5947
22, 600.00000, 120.501, -32.0033, 122.147, -152.536, 120.57, 86.9999, 14.6241, 117.489, 8.19807E-013, 123.69, 14.6241, -62.5114
22, 1200.00000, 120.452, -32.0115, 122.092, -152.544, 120.517, 86.9944, 14.5717, 117.482, 4.54747E-013, 0, 14.5717, -62.5176
22, 1800.00000, 120.316, -32.0589, 121.931, -152.594, 120.362, 86.9547, 14.4144, 117.441, 6.82121E-013, 180, 14.4144, -62.5585
22, 2400.00000, 120.585, -31.9858, 122.172, -152.52, 120.614, 87.041, 14.2491, 117.524, 5.11591E-013, 90, 14.2491, -62.4765
22, 3000.00000, 120.543, -31.9867, 122.134, -152.521, 120.575, 87.0381, 14.2724, 117.522, 6.84485E-013, 131.634, 14.2724, -62.4783
23, 0.00000, 120.557, -31.9577, 122.15, -152.482, 120.608, 87.073, 14.2123, 117.551, 2.54212E-013, 153.435, 14.2123, -62.4494
23, 600.00000, 120.638, -31.9265, 122.192, -152.455, 120.654, 87.1173, 13.9926, 117.593, 2.29143E-013, 7.12502, 13.9926, -62.4069
