hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 600.00000, 118.203, -32.6955, 118.495, -153.127, 117.723, 86.9092, 11.875, 117.02, 13.2998, 35.6824, 19.1173, -106.433
0, 1200.00000, 117.075, -33.0033, 117.335, -153.437, 116.578, 86.6121, 11.6448, 116.722, 13.2429, 35.5016, 18.9222, -107.039
0, 1800.00000, 117.461, -32.896, 117.727, -153.34, 116.945, 86.7114, 11.6304, 116.828, 13.4466, 35.5443, 19.065, -107.371
0, 2400.00000, 117.356, -32.9289, 117.616, -153.37, 116.845, 86.6823, 11.7539, 116.795, 13.4966, 35.5217, 19.195, -107.231
0, 3000.00000, 117.573, -32.8656, 117.842, -153.309, 117.059, 86.7406, 11.6822, 116.857, 13.4771, 35.5598, 19.1246, -107.297
1, 0.00000, 117.308, -32.939, 117.568, -153.375, 116.806, 86.6755, 11.6718, 116.787, 13.3318, 35.5342, 19.0078, -107.099
1, 600.00000, 117.46, -32.8982, 117.741, -153.331, 116.975, 86.7102, 11.7095, 116.821, 13.1721, 35.5672, 18.9082, -106.693
1, 1200.00000, 117.558, -32.8657, 117.836, -153.293, 117.078, 86.7476, 11.5668, 116.857, 13.0241, 35.6093, 18.6885, -106.677
1, 1800.00000, 117.801, -32.7916, 118.078, -153.21, 117.333, 86.828, 11.4018, 116.935, 12.8026, 35.6883, 18.3939, -106.53
1, 2400.00000, 117.516, -32.8682, 117.793, -153.28, 117.061, 86.7553, 11.3123, 116.86, 12.5693, 35.6651, 18.1518, -106.32
1, 3000.00000, 117.834, -32.7783, 118.12, -153.181, 117.399, 86.8475, 11.3108, 116.949, 12.3897, 35.7447, 18.0083, -105.888
2, 0.00000, 117.451, -32.8839, 117.73, -153.288, 117.009, 86.7435, 11.2285, 116.845, 12.3649, 35.6802, 17.9337, -106.1
2, 600.00000, 117.997, -32.7275, 118.272, -153.131, 117.55, 86.9019, 11.1535, 117.005, 12.4143, 35.7816, 17.9101, -106.233
2, 1200.00000, 117.7, -32.809, 117.971, -153.213, 117.251, 86.8222, 11.0816, 116.925, 12.3556, 35.7365, 17.816, -106.336
2, 1800.00000, 118.021, -32.7203, 118.296, -153.122, 117.576, 86.9105, 11.1174, 117.013, 12.3722, 35.7922, 17.851, -106.22
2, 2400.00000, 117.565, -32.8457, 117.83, -153.253, 117.107, 86.7854, 11.0467, 116.89, 12.4224, 35.7061, 17.844, -106.577
2, 3000.00000, 117.809, -32.7797, 118.079, -153.186, 117.354, 86.8494, 11.1319, 116.953, 12.4624, 35.7435, 17.9341, -106.419
3, 0.00000, 117.745, -32.7965, 118.014, -153.203, 117.289, 86.8332, 11.1056, 116.938, 12.4557, 35.7327, 17.9103, -106.477
3, 600.00000, 117.932, -32.7449, 118.202, -153.151, 117.478, 86.8851, 11.1069, 116.989, 12.4636, 35.7669, 17.9152, -106.448
3, 1200.00000, 117.627, -32.8272, 117.88, -153.246, 117.14, 86.8017, 11.013, 116.912, 12.7244, 35.687, 18.0541, -107.238
3, 1800.00000, 117.871, -32.7525, 118.104, -153.181, 117.349, 86.8783, 10.8242, 116.995, 12.9902, 35.7159, 18.1258, -108.108
3, 2400.00000, 117.739, -32.783, 117.954, -153.22, 117.189, 86.8499, 10.6336, 116.972, 13.1626, 35.6857, 18.1311, -108.884
3, 3000.00000, 117.907, -32.7469, 118.105, -153.197, 117.321, 86.8843, 10.5522, 117.014, 13.5093, 35.6738, 18.3515, -109.684
4, 0.00000, 117.525, -32.8522, 117.702, -153.321, 116.893, 86.7763, 10.4511, 116.915, 13.9013, 35.5715, 18.6067, -110.698
4, 600.00000, 117.903, -32.7518, 118.065, -153.233, 117.235, 86.8742, 10.3914, 117.02, 14.289, 35.6022, 18.8805, -111.427
4, 1200.00000, 117.58, -32.8483, 117.729, -153.341, 116.885, 86.7757, 10.3369, 116.927, 14.5201, 35.5187, 19.0403, -112.015
4, 1800.00000, 117.767, -32.8075, 117.897, -153.321, 117.02, 86.8113, 10.295, 116.973, 15.0774, 35.4964, 19.4763, -112.986
4, 2400.00000, 117.581, -32.862, 117.71, -153.38, 116.827, 86.7543, 10.353, 116.918, 15.1703, 35.4505, 19.5942, -113.048
4, 3000.00000, 117.519, -32.8816, 117.649, -153.402, 116.764, 86.733, 10.4044, 116.897, 15.2146, 35.4324, 19.6654, -113.02
5, 0.00000, 117.552, -32.8757, 117.682, -153.4, 116.79, 86.7359, 10.4848, 116.901, 15.34, 35.4231, 19.8221, -113.036
5, 600.00000, 117.561, -32.874, 117.689, -153.402, 116.79, 86.7359, 10.5046, 116.903, 15.4516, 35.4147, 19.9286, -113.166
5, 1200.00000, 117.669, -32.8493, 117.804, -153.38, 116.899, 86.7566, 10.6515, 116.923, 15.5581, 35.4162, 20.1111, -112.995
5, 1800.00000, 117.429, -32.916, 117.547, -153.447, 116.651, 86.6961, 10.6453, 116.861, 15.6353, 35.3761, 20.1761, -113.171
5, 2400.00000, 116.939, -33.0522, 117.028, -153.576, 116.165, 86.5763, 10.6133, 116.733, 15.6134, 34.2809, 19.9989, -113.977
5, 3000.00000, 116.498, -33.1707, 116.593, -153.681, 115.753, 86.4641, 10.4721, 116.615, 15.1726, 34.1996, 19.5401, -113.711
6, 0.00000, 118.009, -32.7416, 118.14, -153.232, 117.309, 86.8885, 9.66971, 117.046, 14.5609, 34.578, 18.505, -114.221
6, 600.00000, 117.141, -32.9936, 117.18, -153.48, 116.409, 86.6779, 9.19929, 116.825, 14.5557, 33.4158, 18.0895, -116.241
6, 1200.00000, 114.835, -33.5512, 114.857, -154.035, 114.113, 86.1291, 8.92853, 116.274, 14.2104, 32.8656, 17.629, -116.928
6, 1800.00000, 117.114, -33.0021, 117.14, -153.493, 116.367, 86.6721, 9.09941, 116.822, 14.6552, 33.4054, 18.1149, -116.66
6, 2400.00000, 113.263, -33.9837, 113.252, -154.479, 112.514, 85.7036, 8.65181, 115.853, 14.295, 32.4297, 17.5366, -118.222
6, 3000.00000, 110.575, -34.5309, 110.521, -155.043, 109.795, 85.1659, 8.24287, 115.32, 14.3182, 31.8779, 17.318, -119.902
7, 0.00000, 110.164, -34.6401, 110.081, -155.159, 109.362, 85.0657, 8.02551, 115.222, 14.3868, 31.7712, 17.2548, -120.707
7, 600.00000, 109.984, -34.6936, 109.861, -155.231, 109.132, 85.0188, 7.81023, 115.182, 14.7703, 31.7097, 17.4753, -121.929
7, 1200.00000, 110.34, -34.618, 110.175, -155.162, 109.453, 85.1096, 7.51503, 115.276, 14.9309, 31.7898, 17.4604, -122.893
7, 1800.00000, 110, -34.714, 109.799, -155.269, 109.081, 85.0235, 7.28846, 115.192, 15.1001, 31.6948, 17.4947, -123.853
7, 2400.00000, 110.503, -34.6001, 110.252, -155.178, 109.516, 85.1452, 7.05484, 115.324, 15.659, 31.7973, 17.8853, -125.128
7, 3000.00000, 109.818, -34.7852, 109.448, -155.413, 108.688, 84.984, 6.24339, 115.184, 16.6131, 31.5954, 18.3886, -128.686
8, 0.00000, 109.861, -34.7922, 109.432, -155.438, 108.671, 84.9921, 5.90303, 115.198, 17, 31.5864, 18.6058, -130.035
