hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 600.00000, 112.934, 116.772, 0.000556941, 19.1699, 23.7423, -85.5396, 23.7423, 94.4603
0, 1200.00000, 111.956, 116.468, 0.000551224, 18.8409, 23.8473, -86.2569, 23.8473, 93.743
0, 1800.00000, 112.27, 116.538, 0.000553134, 18.784, 24.1761, -85.66, 24.1762, 94.3399
0, 2400.00000, 112.208, 116.514, 0.000552728, 18.7333, 24.2559, -85.6738, 24.2559, 94.3261
0, 3000.00000, 112.365, 116.567, 0.000553547, 18.8013, 24.218, -85.6492, 24.218, 94.3507
1, 0.00000, 112.177, 116.518, 0.000552982, 18.841, 23.9321, -85.658, 23.9321, 94.3419
1, 600.00000, 112.318, 116.579, 0.000554124, 19.0212, 23.5707, -85.6157, 23.5707, 94.3842
1, 1200.00000, 112.396, 116.617, 0.00055486, 19.1511, 23.2894, -85.5868, 23.2894, 94.4131
1, 1800.00000, 112.599, 116.701, 0.000556411, 19.3819, 22.8488, -85.5301, 22.8488, 94.4698
1, 2400.00000, 112.383, 116.65, 0.000555911, 19.4709, 22.3996, -85.5334, 22.3996, 94.4665
1, 3000.00000, 112.666, 116.759, 0.000557814, 19.7137, 21.9998, -85.4684, 21.9999, 94.5315
2, 0.00000, 112.345, 116.655, 0.000556232, 19.6056, 21.9949, -85.5133, 21.9949, 94.4866
2, 600.00000, 112.772, 116.79, 0.000558234, 19.7198, 22.0824, -85.4586, 22.0824, 94.5413
2, 1200.00000, 112.527, 116.714, 0.000557129, 19.667, 21.9976, -85.4878, 21.9976, 94.5121
2, 1800.00000, 112.793, 116.8, 0.000558436, 19.7561, 22.0018, -85.4508, 22.0018, 94.5491
2, 2400.00000, 112.403, 116.667, 0.000556313, 19.5661, 22.1574, -85.5154, 22.1574, 94.4845
2, 3000.00000, 112.609, 116.732, 0.000557271, 19.621, 22.2024, -85.4879, 22.2024, 94.512
3, 0.00000, 112.553, 116.714, 0.000557004, 19.6019, 22.1998, -85.4971, 22.1998, 94.5028
3, 600.00000, 112.707, 116.764, 0.000557754, 19.6539, 22.2035, -85.4746, 22.2035, 94.5253
3, 1200.00000, 112.408, 116.641, 0.000555527, 19.332, 22.8041, -85.5551, 22.8042, 94.4449
3, 1800.00000, 112.543, 116.659, 0.000555428, 19.1564, 23.4126, -85.5739, 23.4126, 94.4261
3, 2400.00000, 112.382, 116.588, 0.000554087, 18.9401, 23.8545, -85.6239, 23.8545, 94.376
3, 3000.00000, 112.475, 116.586, 0.000553584, 18.6916, 24.6239, -85.6584, 24.6239, 94.3416
4, 0.00000, 112.053, 116.427, 0.000549433, 18.2278, 25.6289, -86.3535, 25.6289, 93.6464
4, 600.00000, 112.304, 116.474, 0.000549583, 17.998, 26.4997, -86.3603, 26.4997, 93.6396
4, 1200.00000, 112.008, 116.356, 0.000547429, 17.7032, 27.0332, -86.4528, 27.0332, 93.5471
4, 1800.00000, 112.087, 116.331, 0.000546238, 17.2755, 28.2884, -86.5174, 28.2884, 93.4825
4, 2400.00000, 111.932, 116.273, 0.000545232, 17.1549, 28.4722, -86.5598, 28.4723, 93.4402
4, 3000.00000, 111.884, 116.254, 0.000544897, 17.1112, 28.5477, -86.5741, 28.5477, 93.4259
5, 0.00000, 111.905, 116.251, 0.000544698, 17.0306, 28.7913, -86.5854, 28.7914, 93.4146
5, 600.00000, 111.9, 116.24, 0.000544368, 16.9415, 29.0316, -86.6017, 29.0317, 93.3982
5, 1200.00000, 111.997, 116.265, 0.000544638, 16.9132, 29.2033, -86.5934, 29.2033, 93.4065
5, 1800.00000, 111.8, 116.193, 0.000543437, 16.7802, 29.3821, -86.6433, 29.3821, 93.3566
5, 2400.00000, 111.411, 116.073, 0.000541759, 16.7192, 29.1787, -86.7074, 29.1787, 93.2926
5, 3000.00000, 111.088, 116, 0.0005412, 16.9106, 28.3425, -86.7182, 28.3425, 93.2818
6, 0.00000, 112.261, 116.384, 0.000546978, 17.2997, 28.3876, -86.4892, 28.3876, 93.5107
6, 600.00000, 111.535, 116.154, 0.000543615, 17.1214, 28.1893, -86.6195, 28.1893, 93.3804
6, 1200.00000, 109.603, 115.602, 0.000534621, 16.6104, 28.0511, -88.1742, 28.0511, 91.8258
6, 1800.00000, 111.488, 116.129, 0.000543082, 17.0196, 28.4253, -86.6441, 28.4254, 93.3558
6, 2400.00000, 108.256, 115.155, 0.000527323, 15.9687, 28.3034, -88.6355, 28.3035, 91.3645
6, 3000.00000, 105.95, 114.591, 0.000515129, 15.1431, 28.487, -89.2179, 28.487, 90.782
7, 0.00000, 105.58, 114.474, 0.00051302, 14.9399, 28.6454, -89.3407, 28.6454, 90.6592
7, 600.00000, 105.356, 114.37, 0.000510823, 14.5296, 29.4963, -89.4676, 29.4963, 90.5324
7, 1200.00000, 105.609, 114.432, 0.000511758, 14.5119, 29.8046, -89.4123, 29.8046, 90.5877
7, 1800.00000, 105.287, 114.319, 0.000509659, 14.2489, 30.1627, -89.5341, 30.1627, 90.4659
7, 2400.00000, 105.603, 114.361, 0.000509833, 13.9149, 31.3738, -89.5212, 31.3738, 90.4787
7, 3000.00000, 104.803, 114.023, 0.000503008, 12.7398, 33.616, -89.9173, 33.616, 90.0827
8, 0.00000, 104.758, 113.974, 0.000501804, 12.4096, 34.4335, -89.986, 34.4335, 90.0139
8, 600.00000, 104.783, 113.981, 0.000501927, 12.416, 34.443, -89.9781, 34.443, 90.0219
8, 1200.00000, 104.589, 113.933, 0.000501186, 12.4218, 34.221, -90.0224, 34.221, 89.9775
8, 1800.00000, 104.562, 113.886, 0.000499981, 12.068, 35.1183, -90.0914, 35.1184, 89.9086
8, 2400.00000, 104.878, 113.975, 0.000501429, 12.1403, 35.2737, -90.0046, 35.2737, 89.9953
8, 3000.00000, 104.367, 113.836, 0.0004992, 12.0584, 34.9327, -90.137, 34.9327, 89.8629
9, 0.00000, 104.535, 113.883, 0.000499939, 12.091, 35.0328, -90.0932, 35.0329, 89.9067
9, 600.00000, 104.508, 113.874, 0.000499765, 12.0696, 35.0603, -90.1035, 35.0603, 89.8964
9, 1200.00000, 104.108, 113.76, 0.000497884, 11.9604, 34.9123, -90.2146, 34.9123, 89.7853
9, 1800.00000, 103.523, 113.596, 0.000495162, 11.8161, 34.6581, -90.3764, 34.6581, 89.6235
9, 2400.00000, 103.634, 113.629, 0.000495714, 11.8613, 34.6615, -90.3447, 34.6615, 89.6553
9, 3000.00000, 104.637, 113.945, 0.00050132, 12.4081, 34.3138, -90.0124, 34.3138, 89.9875
10, 0.00000, 103.928, 113.754, 0.000498239, 12.3016, 33.8321, -90.1954, 33.8321, 89.8046
10, 600.00000, 104.055, 113.794, 0.000498915, 12.366, 33.8024, -90.1563, 33.8024, 89.8436
10, 1200.00000, 104.804, 114.01, 0.000502562, 12.5985, 33.9953, -89.9393, 33.9953, 90.0607
10, 1800.00000, 105.426, 114.19, 0.000505611, 12.7971, 34.142, -89.7577, 34.142, 90.2423
10, 2400.00000, 103.722, 113.708, 0.000497551, 12.3481, 33.4956, -90.2379, 33.4956, 89.762
10, 3000.00000, 103.924, 113.777, 0.000498824, 12.5044, 33.3046, -90.163, 33.3046, 89.8369
11, 0.00000, 103.854, 113.77, 0.000498851, 12.6007, 32.9793, -90.1616, 32.9793, 89.8384
11, 600.00000, 104.702, 114.056, 0.000504109, 13.2223, 32.2537, -89.8525, 32.2537, 90.1474
11, 1200.00000, 103.61, 113.788, 0.000500042, 13.2862, 30.9454, -90.0928, 30.9454, 89.9071
11, 1800.00000, 103.863, 113.895, 0.000502133, 13.6472, 30.2766, -89.9726, 30.2766, 90.0274
11, 2400.00000, 103.958, 113.994, 0.000504505, 14.283, 28.725, -89.8346, 28.7251, 90.1653
11, 3000.00000, 104.384, 114.137, 0.00050715, 14.5888, 28.3629, -89.6808, 28.3629, 90.3192
12, 0.00000, 106.835, 114.85, 0.0005195, 15.4194, 28.6717, -88.9579, 28.6717, 91.042
12, 600.00000, 106.04, 114.698, 0.000517693, 15.8274, 26.7782, -89.0681, 26.7782, 90.9318
12, 1200.00000, 105.522, 114.61, 0.00051674, 16.1677, 25.3671, -89.1255, 25.3671, 90.8744
12, 1800.00000, 105.835, 114.757, 0.000519831, 16.7371, 24.1782, -88.9478, 24.1782, 91.0521
12, 2400.00000, 106.494, 114.963, 0.000523574, 17.0794, 23.9171, -88.732, 23.9172, 91.268
12, 3000.00000, 106.981, 115.027, 0.000523925, 16.5985, 25.6761, -88.7086, 25.6761, 91.2913
13, 0.00000, 107.235, 115.134, 0.000526133, 16.9611, 24.9615, -88.5822, 24.9615, 91.4177
13, 600.00000, 106.33, 114.775, 0.000518951, 15.8639, 26.9751, -88.9949, 26.9751, 91.0051
13, 1200.00000, 106.987, 114.997, 0.000523093, 16.3366, 26.3795, -88.7552, 26.3795, 91.2447
13, 1800.00000, 106.379, 114.852, 0.000520911, 16.4029, 25.5947, -88.8837, 25.5947, 91.1162
13, 2400.00000, 105.7, 114.281, 0.000507278, 12.9876, 33.9339, -89.6597, 33.9339, 90.3403
13, 3000.00000, 105.305, 114.113, 0.000503861, 12.3879, 35.0894, -89.8583, 35.0894, 90.1416
14, 0.00000, 104.952, 113.915, 0.000499513, 11.4263, 37.2348, -90.1091, 37.2348, 89.8909
14, 600.00000, 104.553, 113.78, 0.00049706, 11.1304, 37.569, -90.2549, 37.569, 89.745
14, 1200.00000, 104.31, 113.687, 0.000495255, 10.8484, 38.0366, -90.3614, 38.0367, 89.6385
14, 1800.00000, 104.085, 113.638, 0.000494636, 10.9311, 37.5707, -90.4005, 37.5708, 89.5994
