hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
0, 600.00000, 125.954, -32.754, 126.254, -152.844, 126.089, 87.0266, 2.034E-006, 138.48, 61.3713, 122.773, 62.684, 9.40696, 69.2919, -111.303, 4.38359, 141.819
0, 1200.00000, 126.269, -33.0511, 126.571, -153.143, 126.398, 86.7278, 2.03485E-006, 137.621, 60.9106, 122.392, 62.3296, 9.14439, 68.9739, -111.708, 4.36539, 141.061
0, 1800.00000, 126.673, -32.9437, 126.983, -153.042, 126.792, 86.8283, 2.03173E-006, 136.977, 60.8523, 122.342, 62.4594, 9.34273, 69.3013, -111.781, 4.37587, 140.189
0, 2400.00000, 126.586, -32.9746, 126.896, -153.072, 126.71, 86.7978, 2.05253E-006, 137.252, 61.4839, 122.357, 63.0387, 9.26205, 69.8679, -111.757, 4.41961, 140.56
0, 3000.00000, 126.8, -32.9129, 127.11, -153.011, 126.919, 86.8591, 2.04086E-006, 137.048, 60.991, 122.362, 62.6134, 9.34927, 69.4485, -111.767, 4.39507, 140.303
1, 0.00000, 126.526, -32.9847, 126.83, -153.079, 126.65, 86.7917, 2.0351E-006, 137.531, 60.9699, 122.391, 62.4707, 9.22244, 69.1761, -111.725, 4.38098, 140.83
1, 600.00000, 126.679, -32.9463, 126.975, -153.038, 126.808, 86.8362, 2.03435E-006, 138.273, 60.9025, 122.496, 62.3349, 9.13268, 68.8357, -111.645, 4.38214, 141.616
1, 1200.00000, 126.772, -32.9125, 127.065, -153.003, 126.898, 86.8724, 2.00704E-006, 138.253, 60.0912, 122.52, 61.5362, 9.17254, 67.9564, -111.637, 4.3252, 141.554
1, 1800.00000, 127.021, -32.836, 127.307, -152.926, 127.142, 86.9536, 1.97631E-006, 138.411, 59.0133, 122.586, 60.4763, 9.21688, 66.738, -111.605, 4.25628, 141.68
1, 2400.00000, 126.702, -32.9139, 126.98, -152.999, 126.828, 86.8816, 1.9562E-006, 138.948, 58.5476, 122.622, 59.8768, 9.09021, 65.9643, -111.554, 4.21086, 142.216
1, 3000.00000, 127.048, -32.8223, 127.317, -152.905, 127.174, 86.9792, 1.95017E-006, 139.665, 58.1766, 122.746, 59.4812, 9.05096, 65.3545, -111.47, 4.19946, 142.931
2, 0.00000, 126.623, -32.9295, 126.894, -153.011, 126.752, 86.8713, 1.93715E-006, 139.394, 58.0621, 122.677, 59.3148, 9.0147, 65.2382, -111.508, 4.16991, 142.666
2, 600.00000, 127.21, -32.7698, 127.483, -152.856, 127.328, 87.0283, 1.92617E-006, 138.878, 57.4252, 122.692, 58.8481, 9.21771, 64.8288, -111.536, 4.14865, 142.105
2, 1200.00000, 126.88, -32.8525, 127.153, -152.937, 127, 86.9461, 1.91428E-006, 138.732, 57.2726, 122.654, 58.6402, 9.17163, 64.6217, -111.554, 4.12061, 142.018
2, 1800.00000, 127.232, -32.7622, 127.504, -152.848, 127.35, 87.0367, 1.9196E-006, 138.863, 57.2643, 122.702, 58.6877, 9.22015, 64.6429, -111.536, 4.13396, 142.108
2, 2400.00000, 126.73, -32.8897, 127.007, -152.976, 126.848, 86.906, 1.91142E-006, 138.285, 57.2524, 122.59, 58.6428, 9.21179, 64.7262, -111.599, 4.11336, 141.581
2, 3000.00000, 127.003, -32.8228, 127.279, -152.91, 127.121, 86.9733, 1.9245E-006, 138.561, 57.4826, 122.637, 58.9016, 9.22406, 64.9593, -111.57, 4.14448, 141.814
3, 0.00000, 126.931, -32.8399, 127.207, -152.927, 127.049, 86.9559, 1.92122E-006, 138.515, 57.3882, 122.62, 58.8048, 9.22804, 64.8759, -111.58, 4.13523, 141.715
3, 600.00000, 127.135, -32.7871, 127.412, -152.875, 127.251, 87.0086, 1.92088E-006, 138.435, 57.3539, 122.643, 58.8102, 9.26488, 64.8751, -111.58, 4.13648, 141.686
3, 1200.00000, 126.795, -32.8707, 127.086, -152.964, 126.904, 86.9145, 1.91669E-006, 136.883, 57.3427, 122.439, 58.9127, 9.43357, 65.3361, -111.731, 4.12415, 140.166
3, 1800.00000, 127.043, -32.7937, 127.349, -152.896, 127.136, 86.9794, 1.89745E-006, 134.943, 56.6299, 122.257, 58.4684, 9.79472, 65.2767, -111.901, 4.08736, 138.107
3, 2400.00000, 126.882, -32.824, 127.2, -152.932, 126.965, 86.9399, 1.88046E-006, 133.163, 56.0445, 122.068, 58.0307, 10.027, 65.1529, -112.05, 4.04559, 136.396
3, 3000.00000, 127.058, -32.7856, 127.393, -152.903, 127.128, 86.9654, 1.8838E-006, 131.345, 56.9065, 121.913, 59.1323, 10.2258, 66.6722, -112.271, 4.05829, 134.477
4, 0.00000, 126.634, -32.8924, 126.991, -153.018, 126.696, 86.8431, 1.89682E-006, 128.968, 57.1639, 121.631, 59.5542, 10.4451, 67.6155, -112.474, 4.07273, 132.309
4, 600.00000, 127.041, -32.7892, 127.415, -152.925, 127.087, 86.9324, 1.90263E-006, 127.259, 57.62, 121.48, 60.298, 10.7316, 68.8053, -112.648, 4.10828, 130.335
4, 1200.00000, 126.685, -32.8867, 127.072, -153.027, 126.728, 86.8258, 1.92062E-006, 125.745, 58.3426, 121.328, 61.0943, 10.7728, 69.9147, -112.791, 4.12311, 129.099
4, 1800.00000, 126.886, -32.8438, 127.299, -152.997, 126.912, 86.8491, 1.94502E-006, 123.619, 59.5433, 121.107, 62.6192, 11.0394, 72.0832, -113.027, 4.19514, 126.597
4, 2400.00000, 126.69, -32.8997, 127.106, -153.053, 126.718, 86.7908, 1.96339E-006, 123.415, 60.0097, 121.076, 63.0687, 10.9976, 72.6101, -113.042, 4.21989, 126.59
4, 3000.00000, 126.627, -32.9199, 127.044, -153.073, 126.657, 86.7701, 1.96903E-006, 123.363, 60.3275, 121.077, 63.3716, 10.9614, 72.9311, -113.038, 4.23705, 126.729
5, 0.00000, 126.67, -32.9141, 127.091, -153.069, 126.7, 86.7731, 1.98523E-006, 123.336, 60.8086, 121.069, 63.8834, 10.9629, 73.5276, -113.044, 4.27367, 126.712
5, 600.00000, 126.682, -32.9124, 127.108, -153.069, 126.71, 86.7713, 1.99453E-006, 123.478, 61.007, 121.03, 64.1304, 11.0058, 73.8865, -113.071, 4.29489, 126.396
5, 1200.00000, 126.814, -32.8877, 127.241, -153.045, 126.844, 86.7954, 2.01589E-006, 122.941, 61.7308, 121.075, 64.8602, 10.9546, 74.6291, -113.043, 4.34412, 126.83
5, 1800.00000, 126.567, -32.9527, 126.999, -153.111, 126.598, 86.7273, 2.02496E-006, 123.8, 61.9176, 121.011, 65.0427, 10.9519, 74.9183, -113.079, 4.35227, 126.52
5, 2400.00000, 126.032, -33.0926, 126.461, -153.248, 126.069, 86.5896, 2.01648E-006, 123.41, 61.9525, 120.982, 64.9445, 10.8253, 74.7617, -113.082, 4.32504, 126.751
5, 3000.00000, 126.299, -33.2073, 126.712, -153.357, 126.338, 86.4863, 1.97721E-006, 124.166, 61.1256, 120.946, 64.0245, 10.5596, 73.4642, -113.176, 4.25996, 127.54
