hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 600.00000, 8011.13, -1.4797, 8006.76, -121.457, 8003.32, 118.498, 118.31, 155.405, 118.408, 35.4359, 119.132, -84.6371
0, 1200.00000, 7945.11, -1.7557, 7940.7, -121.733, 7937.29, 118.222, 140.067, 155.221, 140.169, 35.2454, 140.887, -84.8163
0, 1800.00000, 7966.26, -1.66592, 7961.78, -121.643, 7958.29, 118.312, 133.085, 155.258, 133.192, 35.2841, 133.922, -84.7839
0, 2400.00000, 7962.4, -1.68235, 7957.91, -121.659, 7954.42, 118.295, 134.363, 155.251, 134.469, 35.277, 135.202, -84.7901
0, 3000.00000, 7972.97, -1.63742, 7968.48, -121.614, 7964.99, 118.34, 130.865, 155.269, 130.972, 35.2963, 131.704, -84.773
1, 0.00000, 7958.55, -1.69848, 7954.12, -121.675, 7950.67, 118.279, 135.624, 155.244, 135.727, 35.2697, 136.452, -84.7954
1, 600.00000, 7966.18, -1.66576, 7961.82, -121.643, 7958.42, 118.312, 133.086, 155.257, 133.185, 35.2831, 133.9, -84.7812
1, 1200.00000, 7970.01, -1.64929, 7965.7, -121.627, 7962.35, 118.329, 131.806, 155.264, 131.904, 35.2902, 132.611, -84.7738
1, 1800.00000, 7981.52, -1.60007, 7977.29, -121.578, 7974.01, 118.379, 127.978, 155.284, 128.075, 35.3103, 128.767, -84.7541
1, 2400.00000, 7964.22, -1.67317, 7960.07, -121.652, 7956.86, 118.306, 133.683, 155.254, 133.775, 35.2783, 134.456, -84.7811
1, 3000.00000, 7981.45, -1.5997, 7977.38, -121.578, 7974.23, 118.38, 127.965, 155.284, 128.054, 35.3092, 128.724, -84.7509
2, 0.00000, 7959.39, -1.69337, 7955.32, -121.672, 7952.18, 118.286, 135.262, 155.245, 135.351, 35.2691, 136.02, -84.7877
2, 600.00000, 7989.17, -1.56705, 7985.08, -121.546, 7981.92, 118.412, 125.413, 155.298, 125.506, 35.3236, 126.176, -84.7391
2, 1200.00000, 7971.9, -1.64023, 7967.82, -121.619, 7964.67, 118.339, 131.124, 155.267, 131.216, 35.2918, 131.884, -84.7678
2, 1800.00000, 7990.13, -1.56293, 7986.06, -121.542, 7982.9, 118.416, 125.093, 155.299, 125.185, 35.3252, 125.853, -84.7374
2, 2400.00000, 7964.25, -1.67287, 7960.14, -121.651, 7956.97, 118.306, 133.662, 155.254, 133.756, 35.2781, 134.428, -84.7812
2, 3000.00000, 7978.63, -1.61183, 7974.52, -121.59, 7971.34, 118.367, 128.906, 155.279, 129, 35.3044, 129.673, -84.7572
3, 0.00000, 7974.8, -1.62804, 7970.69, -121.607, 7967.51, 118.351, 130.172, 155.272, 130.266, 35.2969, 130.939, -84.7641
3, 600.00000, 7985.36, -1.58333, 7981.24, -121.562, 7978.06, 118.396, 126.682, 155.291, 126.776, 35.3167, 127.449, -84.7462
3, 1200.00000, 7968.17, -1.65675, 7963.93, -121.635, 7960.66, 118.322, 132.394, 155.261, 132.496, 35.2861, 133.184, -84.7776
3, 1800.00000, 7980.76, -1.60384, 7976.39, -121.581, 7973.02, 118.375, 128.257, 155.284, 128.368, 35.31, 129.07, -84.7603
3, 2400.00000, 7972.21, -1.64048, 7967.75, -121.618, 7964.32, 118.338, 131.103, 155.27, 131.222, 35.295, 131.933, -84.7771
3, 3000.00000, 7982.83, -1.59607, 7978.21, -121.572, 7974.66, 118.381, 127.625, 155.289, 127.753, 35.3153, 128.484, -84.7637
4, 0.00000, 7961.84, -1.68597, 7957.03, -121.661, 7953.35, 118.291, 134.61, 155.253, 134.748, 35.278, 135.503, -84.8021
4, 600.00000, 7984, -1.59261, 7979.02, -121.567, 7975.19, 118.384, 127.318, 155.292, 127.467, 35.3198, 128.243, -84.7706
4, 1200.00000, 7966.77, -1.66618, 7961.68, -121.64, 7957.77, 118.31, 133.041, 155.262, 133.196, 35.2885, 133.986, -84.8009
