hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 600.00000, 123.16, -32.7917, 123.354, -153.21, 122.629, 86.8631, 11.4713, 116.964, 13.5733, 35.1424, 18.977, -108.107
0, 1200.00000, 122.634, -33.1222, 122.831, -153.542, 122.102, 86.5306, 11.4225, 116.633, 13.5498, 34.8601, 18.9305, -108.472
0, 1800.00000, 123.056, -33.0073, 123.236, -153.434, 122.498, 86.648, 11.3284, 116.754, 13.7591, 34.9196, 19.0242, -108.963
0, 2400.00000, 122.955, -33.0387, 123.142, -153.467, 122.402, 86.6127, 11.4713, 116.718, 13.8112, 34.8892, 19.167, -108.782
0, 3000.00000, 123.183, -32.9738, 123.363, -153.401, 122.625, 86.6816, 11.3553, 116.788, 13.7912, 34.9387, 19.067, -108.937
1, 0.00000, 122.898, -33.0508, 123.088, -153.473, 122.357, 86.6032, 11.3987, 116.707, 13.6422, 34.8998, 18.9832, -108.635
1, 600.00000, 123.055, -33.0093, 123.25, -153.426, 122.529, 86.6471, 11.4035, 116.748, 13.479, 34.9444, 18.8561, -108.287
1, 1200.00000, 123.164, -32.9753, 123.353, -153.387, 122.64, 86.6864, 11.2414, 116.786, 13.3279, 34.9879, 18.6213, -108.32
1, 1800.00000, 123.436, -32.8959, 123.618, -153.3, 122.919, 86.7738, 11.0248, 116.871, 13.1019, 35.0717, 18.2869, -108.293
1, 2400.00000, 123.111, -32.9808, 123.302, -153.377, 122.614, 86.6899, 10.9939, 116.784, 12.862, 35.0409, 18.0806, -107.964
1, 3000.00000, 123.471, -32.8829, 123.661, -153.272, 122.985, 86.7928, 10.9248, 116.884, 12.6805, 35.1299, 17.8852, -107.676
2, 0.00000, 123.036, -32.9988, 123.231, -153.389, 122.554, 86.6748, 10.9228, 116.767, 12.6524, 35.0539, 17.867, -107.72
2, 600.00000, 123.652, -32.8289, 123.829, -153.22, 123.152, 86.8514, 10.7386, 116.945, 12.7059, 35.1691, 17.7705, -108.099
2, 1200.00000, 123.315, -32.9184, 123.496, -153.308, 122.82, 86.7607, 10.7275, 116.854, 12.6437, 35.1151, 17.7178, -108.073
2, 1800.00000, 123.678, -32.8212, 123.854, -153.211, 123.18, 86.8604, 10.698, 116.954, 12.6629, 35.18, 17.7077, -108.098
2, 2400.00000, 123.162, -32.9588, 123.341, -153.352, 122.661, 86.7191, 10.7213, 116.814, 12.7109, 35.0803, 17.768, -108.255
2, 3000.00000, 123.439, -32.8858, 123.617, -153.279, 122.936, 86.7924, 10.7562, 116.887, 12.7531, 35.1244, 17.8226, -108.2
3, 0.00000, 123.366, -32.9046, 123.544, -153.298, 122.863, 86.7737, 10.7421, 116.869, 12.7464, 35.1125, 17.8081, -108.234
3, 600.00000, 123.579, -32.8479, 123.752, -153.241, 123.072, 86.8322, 10.7065, 116.927, 12.7552, 35.1512, 17.7874, -108.285
3, 1200.00000, 123.232, -32.9387, 123.397, -153.343, 122.7, 86.7377, 10.6787, 116.838, 13.0196, 35.0613, 17.981, -108.939
3, 1800.00000, 123.505, -32.8587, 123.644, -153.273, 122.933, 86.8213, 10.4482, 116.928, 13.2916, 35.0933, 18.0355, -109.916
3, 2400.00000, 123.353, -32.8938, 123.478, -153.316, 122.756, 86.7869, 10.2893, 116.899, 13.4657, 35.0561, 18.0697, -110.634
3, 3000.00000, 123.544, -32.8526, 123.648, -153.288, 122.907, 86.828, 10.1807, 116.947, 13.8203, 35.0474, 18.2839, -111.499
4, 0.00000, 123.112, -32.9681, 123.204, -153.419, 122.438, 86.7066, 10.1585, 116.833, 14.2171, 34.9319, 18.6014, -112.339
4, 600.00000, 123.54, -32.8575, 123.607, -153.322, 122.822, 86.8182, 10.032, 116.952, 14.6148, 34.971, 18.8452, -113.217
4, 1200.00000, 123.175, -32.962, 123.238, -153.436, 122.437, 86.7092, 10.0415, 116.848, 14.8479, 34.8777, 19.0511, -113.661
4, 1800.00000, 123.389, -32.9154, 123.426, -153.409, 122.595, 86.7527, 9.97048, 116.902, 15.4172, 34.8587, 19.4848, -114.692
4, 2400.00000, 123.18, -32.9744, 123.221, -153.472, 122.383, 86.6898, 10.063, 116.84, 15.5118, 34.8086, 19.6255, -114.674
4, 3000.00000, 123.111, -32.9951, 123.155, -153.494, 122.314, 86.667, 10.1253, 116.817, 15.5561, 34.7893, 19.7028, -114.618
5, 0.00000, 123.149, -32.9878, 123.193, -153.491, 122.345, 86.6719, 10.2005, 116.823, 15.6847, 34.7814, 19.8586, -114.64
5, 600.00000, 123.16, -32.9857, 123.201, -153.493, 122.347, 86.6726, 10.2189, 116.826, 15.7987, 34.7732, 19.9667, -114.77
5, 1200.00000, 123.285, -32.9571, 123.328, -153.467, 122.47, 86.6984, 10.3445, 116.852, 15.9092, 34.7794, 20.1372, -114.637
5, 1800.00000, 123.029, -33.0266, 123.074, -153.54, 122.21, 86.626, 10.3828, 116.781, 15.9873, 34.726, 20.2308, -114.724
5, 2400.00000, 123.204, -33.1717, 123.25, -153.682, 122.39, 86.4824, 10.3881, 116.636, 15.9297, 34.5697, 20.183, -114.782
5, 3000.00000, 122.699, -33.3041, 122.76, -153.802, 121.92, 86.3522, 10.3305, 116.5, 15.5122, 34.5168, 19.8, -114.376
6, 0.00000, 124.398, -32.8387, 124.417, -153.311, 123.636, 86.8477, 9.22471, 116.993, 14.9561, 33.8846, 18.4903, -116.427
6, 600.00000, 123.419, -33.1123, 123.409, -153.587, 122.646, 86.5851, 8.91601, 116.729, 14.8471, 33.7148, 18.2245, -117.233
6, 1200.00000, 123.025, -33.7837, 123.019, -154.258, 122.255, 85.9123, 8.88852, 116.057, 14.7924, 33.0818, 18.1653, -117.864
6, 1800.00000, 124.115, -33.1169, 124.083, -153.595, 123.318, 86.587, 8.77133, 116.733, 14.9972, 33.6469, 18.2625, -117.877
6, 2400.00000, 122.326, -34.2219, 122.298, -154.71, 121.525, 85.4752, 8.80659, 115.625, 15.0668, 32.7099, 18.3656, -118.875
6, 3000.00000, 120.601, -35.0095, 120.556, -155.516, 119.769, 84.683, 8.76089, 114.84, 15.3898, 32.0886, 18.6447, -120.128
7, 0.00000, 120.081, -35.1509, 120.014, -155.665, 119.229, 84.5466, 8.60307, 114.706, 15.4965, 32.0033, 18.6553, -120.776
7, 600.00000, 119.854, -35.2192, 119.748, -155.752, 118.949, 84.4828, 8.40551, 114.65, 15.9277, 31.9586, 18.9316, -121.913
7, 1200.00000, 120.299, -35.1181, 120.14, -155.658, 119.353, 84.6016, 8.02278, 114.77, 16.0779, 32.0266, 18.8534, -123.004
7, 1800.00000, 119.869, -35.2412, 119.679, -155.792, 118.892, 84.4853, 7.83662, 114.657, 16.2903, 31.9511, 18.9526, -123.835
7, 2400.00000, 120.5, -35.0898, 120.25, -155.661, 119.448, 84.6478, 7.50464, 114.829, 16.8582, 32.0415, 19.2947, -125.261
7, 3000.00000, 119.599, -35.3204, 119.264, -155.956, 118.389, 84.4146, 6.74131, 114.629, 17.9707, 31.8877, 19.975, -128.553
8, 0.00000, 119.65, -35.3252, 119.253, -155.98, 118.374, 84.4243, 6.36666, 114.646, 18.3949, 31.8847, 20.2095, -129.904
8, 600.00000, 119.836, -35.31, 119.284, -155.976, 118.463, 84.4986, 4.98672, 114.721, 18.4089, 31.9294, 19.667, -133.501
8, 1200.00000, 119.801, -35.3776, 118.966, -156.064, 118.253, 84.5411, 2.41153, 114.766, 18.3303, 31.9572, 18.7852, -140.726
8, 1800.00000, 119.911, -35.3615, 119.005, -156.069, 118.289, 84.5741, 1.90378, 114.808, 18.765, 31.972, 19.0961, -142.351
8, 2400.00000, 120.689, -35.2161, 119.491, -155.942, 118.881, 84.8302, 0.77047, -64.9404, 18.816, 32.1285, 18.7368, -150.21
8, 3000.00000, 120.001, -35.4123, 118.7, -156.15, 118.129, 84.6759, 1.74248, -65.0824, 18.6836, 32.0399, 18.5483, -153.309
9, 0.00000, 120.617, -35.3197, 118.96, -156.084, 118.518, 84.9028, 4.99611, -64.8564, 18.7199, 32.1796, 18.7745, -163.134
9, 600.00000, 120.66, -35.3276, 118.916, -156.1, 118.504, 84.9274, 5.75961, -64.8297, 18.7458, 32.1937, 18.9255, -165.387
9, 1200.00000, 120.177, -35.4764, 118.304, -156.264, 117.937, 84.8291, 6.93361, -64.9239, 18.7032, 32.1373, 19.1312, -168.943
9, 1800.00000, 119.391, -35.6969, 117.359, -156.493, 117.067, 84.6783, 7.94238, -65.0824, 18.7133, 30.9767, 19.5421, -172.861
9, 2400.00000, 119.59, -35.6604, 117.51, -156.46, 117.236, 84.7321, 8.31374, -65.0306, 18.7459, 31.0225, 19.689, -173.806
9, 3000.00000, 121.104, -35.2936, 119.008, -156.082, 118.752, 85.1025, 8.96827, -64.6593, 18.4307, 32.2991, 19.4954, -174.871
10, 0.00000, 120.049, -35.5759, 117.888, -156.376, 117.657, 84.8505, 9.42895, -64.9092, 18.2522, 32.1515, 19.4869, -176.546
10, 600.00000, 120.351, -35.5263, 118.063, -156.336, 117.881, 84.9478, 10.5484, -64.814, 18.2505, 32.2079, 19.9319, -179.477
10, 1200.00000, 121.55, -35.2339, 119.206, -156.035, 119.053, 85.258, 11.1983, -64.5058, 18.3057, 32.3917, 20.2796, 179.148
10, 1800.00000, 122.524, -35.0202, 120.115, -155.807, 120.017, 85.4981, 11.3329, -64.2799, 18.3826, 32.5324, 20.4189, 179.09
10, 2400.00000, 119.937, -35.6713, 117.473, -156.486, 117.382, 84.8798, 11.7283, -64.8922, 18.284, 31.1099, 20.6643, 176.746
10, 3000.00000, 120.211, -35.5982, 117.795, -156.413, 117.676, 84.9305, 11.6641, -64.8351, 18.0657, 32.1949, 20.2692, 177.366
11, 0.00000, 120.105, -35.6212, 117.64, -156.425, 117.565, 84.9354, 11.9011, -64.8402, 18.013, 31.1703, 20.5233, 175.952
11, 600.00000, 121.305, -35.304, 118.909, -156.083, 118.83, 85.2276, 11.9709, -64.5485, 17.4601, 32.3869, 19.942, 175.81
11, 1200.00000, 119.574, -35.7425, 117.13, -156.512, 117.113, 84.8319, 12.1776, -64.9553, 16.9375, 31.0839, 19.7932, 173.362
11, 1800.00000, 119.887, -35.6466, 117.474, -156.399, 117.466, 84.9218, 12.1064, -64.8734, 16.5913, 31.1863, 19.4789, 173.013
11, 2400.00000, 119.88, -35.6343, 117.503, -156.356, 117.532, 84.9377, 12.1222, -64.8686, 15.7971, 31.2211, 18.8644, 171.506
11, 3000.00000, 120.501, -35.4647, 118.163, -156.179, 118.176, 85.0905, 12.2306, -64.7124, 15.4606, 32.3496, 18.4966, 171.337
12, 0.00000, 124.137, -34.5471, 121.828, -155.221, 121.868, 85.9874, 11.6904, -63.8455, 15.5028, 32.8904, 18.289, 173.486
12, 600.00000, 122.788, -34.8931, 120.491, -155.544, 120.585, 85.6624, 11.8875, -64.1657, 14.6296, 32.702, 17.7129, 170.919
12, 1200.00000, 121.844, -35.1243, 119.609, -155.752, 119.725, 85.4274, 11.5818, -64.4123, 13.9559, 32.5679, 17.0182, 170.074
12, 1800.00000, 122.182, -35.0356, 119.972, -155.638, 120.121, 85.5184, 11.5286, -64.3358, 13.3588, 32.6296, 16.5533, 168.896
12, 2400.00000, 123.098, -34.8022, 120.914, -155.393, 121.067, 85.7409, 11.2575, -64.1206, 13.2168, 32.7648, 16.3015, 169.482
12, 3000.00000, 123.982, -34.5793, 121.775, -155.196, 121.881, 85.9501, 11.1634, -63.8991, 14.066, 32.8824, 16.8935, 171.872
13, 0.00000, 124.289, -34.5021, 122.088, -155.105, 122.217, 86.0314, 11.208, -63.8221, 13.7068, 32.9368, 16.6534, 170.998
13, 600.00000, 123.161, -34.7893, 120.929, -155.435, 120.997, 85.7385, 11.2215, -64.0944, 14.7235, 32.7451, 17.4171, 172.976
13, 1200.00000, 124.038, -34.5828, 121.809, -155.213, 121.903, 85.9465, 11.1047, -63.8992, 14.454, 32.8684, 17.1582, 172.876
13, 1800.00000, 123.015, -34.8542, 120.817, -155.476, 120.928, 85.6763, 10.8413, -64.1728, 14.135, 32.699, 16.7529, 172.722
13, 2400.00000, 122.842, -34.9156, 120.518, -155.688, 120.397, 85.5724, 10.6509, -64.2082, 18.2374, 32.5819, 20.0028, -179.338
13, 3000.00000, 122.313, -35.0673, 119.996, -155.864, 119.836, 85.4072, 10.2495, -64.3653, 18.8844, 32.4646, 20.3871, -177.481
14, 0.00000, 121.919, -35.1694, 119.618, -156.021, 119.355, 85.2689, 9.91187, -64.4761, 20.0171, 32.3524, 21.2544, -175.231
14, 600.00000, 121.198, -35.3529, 119.01, -156.21, 118.693, 85.0389, 8.58816, -64.7047, 20.2874, 32.198, 21.0584, -171.685
14, 1200.00000, 120.813, -35.458, 118.66, -156.327, 118.312, 84.9151, 8.04531, -64.8251, 20.5829, 32.1119, 21.175, -170.046
14, 1800.00000, 120.314, -35.6092, 118.194, -156.477, 117.848, 84.7552, 7.31294, -64.993, 20.4887, 31.9996, 20.8994, -168.323
14, 2400.00000, 122.468, -35.0608, 120.458, -155.88, 120.123, 85.2664, 6.05358, -64.5032, 20.5628, 32.3072, 20.7353, -164.544
14, 3000.00000, 119.933, -35.6849, 117.976, -156.541, 117.576, 84.6194, 5.75946, -65.1322, 20.4625, 31.9127, 20.5664, -164.224
15, 0.00000, 120.137, -35.5857, 118.488, -156.405, 117.996, 84.6043, 3.09264, -65.1546, 20.3516, 31.8973, 20.2064, -156.839
15, 600.00000, 121.478, -35.2291, 119.935, -156.021, 119.427, 84.9226, 2.10385, -64.8459, 20.2999, 32.0872, 20.1544, -153.861
15, 1200.00000, 122.08, -35.0929, 120.552, -155.845, 120.108, 85.0728, 1.71263, -64.7201, 19.764, 32.1867, 19.6318, -152.782
15, 1800.00000, 121.881, -35.128, 120.476, -155.858, 120.017, 85.0006, 0.667499, -64.8016, 19.3693, 32.1444, 19.3, -149.823
15, 2400.00000, 122.385, -34.964, 121.143, -155.67, 120.639, 85.1073, 0.760393, 115.3, 19.1527, 32.2136, 19.2591, -145.54
15, 3000.00000, 122.609, -34.783, 121.912, -155.443, 121.208, 85.0856, 5.57867, 115.272, 19.0413, 32.2079, 20.478, -132.102
16, 0.00000, 120.772, -35.2198, 120.259, -155.87, 119.495, 84.5813, 7.10242, 114.767, 18.8639, 31.8999, 20.9658, -128.458
16, 600.00000, 119.193, -35.5471, 119, -156.196, 118.089, 84.1227, 9.60925, 114.318, 18.7163, 31.6177, 22.0983, -122.831
16, 1200.00000, 118.846, -35.6248, 118.709, -156.27, 117.778, 84.0235, 10.0944, 114.219, 18.6532, 31.5581, 22.3148, -121.784
16, 1800.00000, 118.775, -35.6165, 118.819, -156.249, 117.824, 83.962, 11.8123, 114.153, 18.6681, 31.5146, 23.3353, -118.351
16, 2400.00000, 118.817, -35.6079, 118.885, -156.234, 117.893, 83.9639, 12.0863, 114.151, 18.5737, 31.5131, 23.4219, -117.705
16, 3000.00000, 119.056, -35.5405, 119.2, -156.156, 118.196, 84.0061, 12.936, 114.186, 18.5193, 31.5335, 23.9077, -116.012
17, 0.00000, 119.219, -35.4854, 119.467, -156.074, 118.463, 84.0336, 13.79, 114.202, 18.0556, 31.5531, 24.0808, -113.84
17, 600.00000, 119.268, -35.4808, 119.53, -156.053, 118.561, 84.0439, 13.9801, 114.2, 17.6527, 31.5594, 23.8806, -112.948
17, 1200.00000, 118.613, -35.6353, 118.946, -156.193, 117.976, 83.8685, 14.5474, 114.018, 17.2415, 31.4562, 23.955, -111.518
17, 1800.00000, 119.605, -35.3677, 120.008, -155.874, 119.099, 84.138, 15.3794, 114.258, 16.54, 31.6397, 23.9888, -108.881
17, 2400.00000, 119.306, -35.4391, 119.761, -155.935, 118.859, 84.0519, 15.9948, 114.162, 16.3309, 31.5862, 24.2905, -107.649
17, 3000.00000, 121.213, -34.9438, 121.713, -155.428, 120.827, 84.5394, 17.0292, 114.635, 16.3859, 31.8872, 25.0788, -105.767
18, 0.00000, 122.891, -34.1097, 123.385, -154.611, 122.476, 85.371, 18.1421, 115.46, 17.0382, 33.4362, 26.556, -103.989
18, 600.00000, 123.269, -32.6766, 123.827, -153.172, 122.919, 86.7826, 19.2463, 116.86, 17.109, 34.8154, 27.4643, -101.234
18, 1200.00000, 123.502, -32.2302, 124.078, -152.718, 123.18, 87.2277, 19.4587, 117.3, 16.9612, 35.2506, 27.525, -100.31
18, 1800.00000, 123.376, -32.3093, 123.977, -152.791, 123.085, 87.1417, 19.7692, 117.209, 16.83, 35.1859, 27.6842, -99.8076
18, 2400.00000, 123.719, -32.2291, 124.299, -152.712, 123.41, 87.2304, 19.5225, 117.299, 16.8602, 35.2411, 27.5019, -100.086
18, 3000.00000, 123.926, -32.1989, 124.493, -152.68, 123.609, 87.2673, 19.3356, 117.337, 16.8002, 35.2629, 27.3075, -100.205
19, 0.00000, 123.68, -32.316, 124.268, -152.789, 123.395, 87.1466, 19.487, 117.211, 16.5624, 35.1803, 27.2681, -99.7681
19, 600.00000, 123.747, -32.3267, 124.338, -152.785, 123.487, 87.1442, 19.2831, 117.204, 16.1341, 35.2006, 26.8088, -99.3781
19, 1200.00000, 123.978, -32.2635, 124.563, -152.711, 123.733, 87.2175, 19.0316, 117.274, 15.7983, 35.2763, 26.3725, -99.1116
19, 1800.00000, 123.304, -32.2537, 123.885, -152.686, 123.079, 87.2379, 18.4927, 117.292, 15.2018, 35.3972, 25.5411, -98.8116
19, 2400.00000, 123.414, -32.2174, 123.993, -152.626, 123.226, 87.2901, 18.051, 117.336, 14.4846, 35.4953, 24.6952, -98.1561
19, 3000.00000, 123.397, -32.2222, 123.965, -152.627, 123.207, 87.2925, 17.7797, 117.339, 14.3167, 35.5118, 24.361, -98.2325
20, 0.00000, 123.276, -32.2503, 123.847, -152.648, 123.098, 87.2672, 17.6778, 117.312, 14.1113, 35.514, 24.1415, -98.0364
20, 600.00000, 123.419, -32.2106, 123.991, -152.604, 123.251, 87.3101, 17.6229, 117.353, 13.97, 35.5575, 24, -97.8259
20, 1200.00000, 123.305, -32.2397, 123.886, -152.625, 123.157, 87.2826, 17.5941, 117.322, 13.7276, 35.5609, 23.8163, -97.4591
20, 1800.00000, 123.376, -32.2197, 123.924, -152.631, 123.157, 87.2989, 17.5528, 117.35, 14.4667, 35.5061, 24.2783, -98.7957
20, 2400.00000, 123.269, -32.2477, 123.818, -152.658, 123.052, 87.2704, 17.5464, 117.322, 14.4374, 35.4891, 24.2548, -98.7788
20, 3000.00000, 123.262, -32.2448, 123.808, -152.651, 123.051, 87.2772, 17.4135, 117.327, 14.2803, 35.5095, 24.0404, -98.6856
21, 0.00000, 123.69, -32.1251, 124.225, -152.525, 123.481, 87.4063, 17.1995, 117.455, 14.1063, 35.6154, 23.7422, -98.5696
21, 600.00000, 123.668, -32.1409, 124.176, -152.537, 123.442, 87.4033, 16.6829, 117.454, 13.9193, 35.6281, 23.1969, -98.984
21, 1200.00000, 123.898, -32.0826, 124.381, -152.473, 123.663, 87.4765, 16.1725, 117.528, 13.6659, 35.7019, 22.6087, -99.2213
21, 1800.00000, 123.848, -32.126, 124.316, -152.509, 123.611, 87.4433, 15.7942, 117.494, 13.4029, 35.6955, 22.1244, -99.3472
21, 2400.00000, 123.733, -32.2104, 124.161, -152.589, 123.47, 87.3779, 15.0038, 117.433, 13.1236, 35.6635, 21.3007, -100.14
21, 3000.00000, 123.78, -32.2099, 124.191, -152.589, 123.502, 87.3845, 14.7498, 117.441, 13.1057, 35.6665, 21.0861, -100.521
22, 0.00000, 123.688, -32.2481, 124.086, -152.629, 123.395, 87.3501, 14.5502, 117.41, 13.124, 35.6372, 20.9429, -100.922
22, 600.00000, 123.963, -32.1675, 124.348, -152.548, 123.661, 87.4368, 14.3662, 117.497, 13.0848, 35.7031, 20.7668, -101.085
22, 1200.00000, 123.905, -32.1767, 124.288, -152.557, 123.601, 87.4284, 14.3152, 117.489, 13.0765, 35.7001, 20.7217, -101.163
22, 1800.00000, 123.745, -32.2256, 124.117, -152.61, 123.426, 87.3814, 14.1618, 117.445, 13.1346, 35.6605, 20.6454, -101.581
22, 2400.00000, 124.015, -32.1462, 124.373, -152.531, 123.683, 87.4659, 13.9987, 117.531, 13.1582, 35.7185, 20.5321, -101.839
22, 3000.00000, 123.972, -32.1487, 124.333, -152.534, 123.642, 87.4626, 14.0215, 117.527, 13.1572, 35.7188, 20.5497, -101.799
23, 0.00000, 123.978, -32.1207, 124.346, -152.496, 123.669, 87.4938, 13.9629, 117.555, 12.8848, 35.777, 20.3086, -101.343
23, 600.00000, 124.043, -32.0871, 124.389, -152.47, 123.704, 87.5311, 13.7473, 117.597, 13.0544, 35.7904, 20.2622, -102.023
23, 1200.00000, 122.776, -32.4186, 123.114, -152.809, 122.415, 87.1963, 13.5011, 117.269, 13.1304, 35.5584, 20.1446, -102.897
23, 1800.00000, 122.51, -32.4875, 122.843, -152.872, 122.154, 87.1338, 13.2197, 117.206, 12.8829, 35.5433, 19.7515, -102.987
