hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 600.00000, 8000.53, 118.492, 0, 0, 0.718265, 92.6308, 0.718265, -87.3692
0, 1200.00000, 7936.7, 118.22, 0, 0, 0.718763, 92.4937, 0.718762, -87.5062
0, 1800.00000, 7957.49, 118.309, 0, 0, 0.731179, 92.4916, 0.731179, -87.5083
0, 2400.00000, 7953.63, 118.293, 0, 0, 0.733557, 92.4742, 0.733557, -87.5257
0, 3000.00000, 7964.13, 118.338, 0, 0, 0.732471, 92.5009, 0.732471, -87.4991
1, 0.00000, 7949.96, 118.277, 0, 0, 0.723785, 92.5032, 0.723784, -87.4967
1, 600.00000, 7957.72, 118.31, 0, 0, 0.712911, 92.5605, 0.71291, -87.4395
1, 1200.00000, 7961.66, 118.327, 0, 0, 0.70444, 92.6009, 0.704439, -87.399
1, 1800.00000, 7973.31, 118.376, 0, 0, 0.691151, 92.6749, 0.691151, -87.3251
1, 2400.00000, 7956.35, 118.304, 0, 0, 0.677562, 92.6901, 0.677562, -87.3098
1, 3000.00000, 7973.67, 118.377, 0, 0, 0.665561, 92.7714, 0.665561, -87.2286
2, 0.00000, 7951.76, 118.284, 0, 0, 0.665328, 92.7264, 0.665328, -87.2735
2, 600.00000, 7981.29, 118.41, 0, 0, 0.668082, 92.7779, 0.668081, -87.222
2, 1200.00000, 7964.18, 118.337, 0, 0, 0.665458, 92.7519, 0.665458, -87.248
2, 1800.00000, 7982.28, 118.414, 0, 0, 0.665653, 92.789, 0.665653, -87.2109
2, 2400.00000, 7956.5, 118.304, 0, 0, 0.670252, 92.7179, 0.670252, -87.2821
2, 3000.00000, 7970.76, 118.365, 0, 0, 0.671625, 92.7427, 0.671624, -87.2573
3, 0.00000, 7966.96, 118.349, 0, 0, 0.671572, 92.7345, 0.671572, -87.2655
3, 600.00000, 7977.43, 118.394, 0, 0, 0.671725, 92.7573, 0.671724, -87.2426
3, 1200.00000, 7960.06, 118.32, 0, 0, 0.689787, 92.6522, 0.689786, -87.3478
3, 1800.00000, 7972.24, 118.372, 0, 0, 0.708198, 92.6091, 0.708198, -87.3909
3, 2400.00000, 7963.52, 118.335, 0, 0, 0.7215, 92.5409, 0.721499, -87.4591
3, 3000.00000, 7973.67, 118.379, 0, 0, 0.744758, 92.4756, 0.744758, -87.5244
4, 0.00000, 7952.35, 118.288, 0, 0, 0.772512, 92.3261, 0.772511, -87.6739
4, 600.00000, 7973.91, 118.381, 0, 0, 0.798336, 92.2762, 0.798336, -87.7238
4, 1200.00000, 7956.52, 118.307, 0, 0, 0.815157, 92.1755, 0.815157, -87.8244
4, 1800.00000, 7968.37, 118.358, 0, 0, 0.853023, 92.0601, 0.853023, -87.9398
4, 2400.00000, 7958.76, 118.317, 0, 0, 0.858949, 92.0171, 0.858949, -87.9829
4, 3000.00000, 7955.85, 118.305, 0, 0, 0.861368, 92.0014, 0.861367, -87.9986
5, 0.00000, 7958.59, 118.316, 0, 0, 0.868712, 91.9798, 0.868712, -88.0202
5, 600.00000, 7959.44, 118.32, 0, 0, 0.876013, 91.9545, 0.876013, -88.0455
5, 1200.00000, 7966.96, 118.352, 0, 0, 0.880996, 91.9522, 0.880996, -88.0478
5, 1800.00000, 7954.5, 118.299, 0, 0, 0.886895, 91.9028, 0.886895, -88.0971
5, 2400.00000, 7926.96, 118.181, 0, 0, 0.881684, 91.8609, 0.881684, -88.1391
5, 3000.00000, 7899.6, 118.066, 0, 0, 0.857051, 91.8954, 0.857051, -88.1046
6, 0.00000, 7979.79, 118.409, 0, 0, 0.855617, 92.0784, 0.855616, -87.9216
6, 600.00000, 7929.27, 118.194, 0, 0, 0.851311, 91.983, 0.851311, -88.017
6, 1200.00000, 7801.13, 117.645, 0, 0, 0.848685, 91.7133, 0.848685, -88.2866
6, 1800.00000, 7926.23, 118.183, 0, 0, 0.858579, 91.9517, 0.858579, -88.0482
6, 2400.00000, 7706.41, 117.237, 0, 0, 0.869297, 90.8599, 0.869297, -89.14
6, 3000.00000, 7545.31, 116.536, 0, 0, 0.887899, 89.7056, 0.887899, -90.2944
7, 0.00000, 7518.41, 116.415, 0, 0, 0.893605, 89.5749, 0.893605, -90.425
7, 600.00000, 7505.4, 116.343, 0, 0, 0.920179, 89.3908, 0.920178, -90.6092
7, 1200.00000, 7526.38, 116.438, 0, 0, 0.929066, 89.4334, 0.929065, -90.5666
7, 1800.00000, 7504.17, 116.338, 0, 0, 0.940813, 89.293, 0.940813, -90.707
7, 2400.00000, 7535.32, 116.48, 0, 0, 0.977223, 89.2523, 0.977223, -90.7476
7, 3000.00000, 7487.41, 116.284, 0, 0, 1.05175, 88.1788, 1.05175, -91.8212
8, 0.00000, 7488.97, 116.292, 0, 0, 1.07686, 88.0695, 1.07686, -91.9305
8, 600.00000, 7490.93, 116.301, 0, 0, 1.07717, 88.0785, 1.07717, -91.9215
