hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 600.00000, 123.259, -32.5542, 124.336, -152.892, 123.323, 86.7848, 28.3108, 114.12, 18.1636, 4.27075, 27.9679, -103.531
0, 1200.00000, 123.448, -32.8792, 124.528, -153.22, 123.505, 86.4577, 28.167, 113.686, 17.996, 3.91048, 27.825, -103.803
0, 1800.00000, 123.863, -32.7583, 124.964, -153.11, 123.908, 86.5653, 28.2966, 113.577, 17.9363, 3.95238, 27.955, -103.604
0, 2400.00000, 123.752, -32.7891, 124.856, -153.14, 123.801, 86.533, 28.5313, 113.616, 18.1397, 3.94196, 28.1887, -103.681
0, 3000.00000, 123.992, -32.724, 125.094, -153.076, 124.036, 86.5992, 28.352, 113.59, 17.9729, 3.96596, 28.0105, -103.594
1, 0.00000, 123.711, -32.8052, 124.799, -153.15, 123.763, 86.5271, 28.2476, 113.662, 18.0009, 3.93768, 27.9058, -103.726
1, 600.00000, 123.881, -32.7675, 124.948, -153.105, 123.938, 86.5785, 28.1189, 113.808, 18.0371, 3.95826, 27.7773, -103.837
1, 1200.00000, 124.007, -32.7364, 125.062, -153.07, 124.062, 86.6179, 27.759, 113.825, 17.7995, 3.97131, 27.4185, -103.808
1, 1800.00000, 124.308, -32.6613, 125.34, -152.988, 124.36, 86.7072, 27.2603, 113.886, 17.4949, 4.00191, 26.9218, -103.783
1, 2400.00000, 123.997, -32.7523, 125.007, -153.07, 124.056, 86.6299, 26.9472, 113.963, 17.385, 3.96961, 26.609, -103.915
1, 3000.00000, 124.378, -32.6582, 125.365, -152.968, 124.439, 86.739, 26.7051, 114.113, 17.3222, 4.01174, 26.3676, -103.979
2, 0.00000, 123.936, -32.775, 124.926, -153.085, 124, 86.6201, 26.6597, 114.055, 17.28, 3.96422, 26.3218, -104.009
2, 600.00000, 124.567, -32.6026, 125.562, -152.917, 124.619, 86.79, 26.4791, 114.002, 17.0521, 4.02843, 26.1428, -103.807
2, 1200.00000, 124.227, -32.6938, 125.219, -153.007, 124.282, 86.7, 26.3991, 113.982, 17.0113, 3.99217, 26.0626, -103.853
2, 1800.00000, 124.597, -32.5957, 125.587, -152.909, 124.648, 86.7994, 26.4091, 114.02, 17.0181, 4.03169, 26.073, -103.815
2, 2400.00000, 124.068, -32.7326, 125.069, -153.049, 124.121, 86.6546, 26.4356, 113.897, 16.9748, 3.9738, 26.0991, -103.799
2, 3000.00000, 124.347, -32.6587, 125.349, -152.976, 124.399, 86.7289, 26.5288, 113.938, 17.0485, 4.00426, 26.1923, -103.789
3, 0.00000, 124.274, -32.6776, 125.276, -152.995, 124.326, 86.7095, 26.4923, 113.916, 17.0124, 3.99539, 26.156, -103.782
3, 600.00000, 124.488, -32.6203, 125.49, -152.938, 124.538, 86.7674, 26.4989, 113.94, 17.0168, 4.0191, 26.1627, -103.759
3, 1200.00000, 124.12, -32.7048, 125.157, -153.035, 124.161, 86.6595, 26.6671, 113.658, 16.9094, 3.97521, 26.3309, -103.547
3, 1800.00000, 124.389, -32.6169, 125.461, -152.964, 124.41, 86.7243, 26.6187, 113.349, 16.5738, 3.99668, 26.2842, -103.159
3, 2400.00000, 124.229, -32.6469, 125.328, -153.005, 124.238, 86.6757, 26.5519, 113.075, 16.2984, 3.9737, 26.2185, -102.898
3, 3000.00000, 124.357, -32.5934, 125.498, -152.969, 124.349, 86.7017, 27.2776, 113.007, 16.68, 3.99295, 26.9411, -102.821
4, 0.00000, 123.885, -32.6986, 125.079, -153.094, 123.865, 86.5613, 27.6609, 112.658, 16.6405, 3.93783, 27.3235, -102.568
4, 600.00000, 124.272, -32.5755, 125.511, -152.99, 124.232, 86.6553, 28.1979, 112.505, 16.7872, 3.97951, 27.8591, -102.339
4, 1200.00000, 123.858, -32.6726, 125.129, -153.099, 123.813, 86.5365, 28.7149, 112.414, 17.0558, 3.93812, 28.3731, -102.346
4, 1800.00000, 123.994, -32.608, 125.332, -153.061, 123.926, 86.5574, 29.6993, 112.249, 17.4737, 3.95564, 29.3531, -102.168
4, 2400.00000, 123.77, -32.6652, 125.119, -153.122, 123.704, 86.4932, 29.9196, 112.224, 17.6072, 3.93212, 29.5721, -102.2
4, 3000.00000, 123.693, -32.6851, 125.045, -153.142, 123.628, 86.4708, 30.0541, 112.235, 17.7085, 3.9243, 29.7059, -102.233
